qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN7688_c1_g1_i1.p1	Spodoptera|XP_035444198.2	29.167	48	27	2	67	107	434	118	165	204	0.92	21.9	11.0599	23.5294
TRINITY_DN1370_c0_g1_i2.p1	Spodoptera|XP_050562835.1	25.882	85	51	2	106	179	508	717	800	1896	0.52	23.5	16.7323	4.48312
TRINITY_DN562_c0_g1_i1.p2	Bmori|XP_004930432.1	26.667	60	44	0	82	141	295	183	242	658	0.017	27.3	20.339	9.11854
TRINITY_DN562_c0_g1_i1.p2	Bmori|XP_004930431.1	26.667	60	44	0	82	141	295	183	242	802	0.018	26.9	20.339	7.4813
TRINITY_DN562_c0_g1_i1.p2	Spodoptera|XP_050562835.1	33.333	36	21	2	51	86	295	1825	1857	1896	0.59	22.3	12.2034	1.89873
TRINITY_DN11180_c0_g1_i3.p1	Bmori|XP_012546165.2	30.000	60	37	1	19	78	327	6	60	276	0.006	28.5	18.3486	21.7391
TRINITY_DN11180_c0_g1_i3.p1	Spodoptera|XP_050560502.1	38.710	31	19	0	19	49	327	68	98	305	0.11	24.6	9.48012	10.1639
TRINITY_DN7147_c0_g1_i9.p1	Spodoptera|XP_035440580.2	30.435	46	20	2	848	888	897	48	86	221	0.25	25.0	5.12821	20.8145
TRINITY_DN3752_c0_g1_i1.p1	Bmori|XP_004930497.3	30.000	60	36	2	302	355	523	218	277	364	0.31	23.9	11.4723	16.4835
TRINITY_DN30486_c1_g1_i1.p1	Spodoptera|XP_050558326.1	40.909	22	13	0	68	89	108	17	38	556	0.44	20.8	20.3704	3.95683
TRINITY_DN3729_c0_g1_i1.p1	Spodoptera|XP_050559253.1	30.357	56	37	1	966	1021	1075	53	106	223	0.038	27.7	5.2093	25.1121
TRINITY_DN3729_c0_g1_i1.p1	Bmori|XP_012546165.2	27.778	54	37	2	890	943	1075	97	148	276	0.92	23.5	5.02326	19.5652
TRINITY_DN2399_c0_g1_i6.p1	Spodoptera|XP_035444198.2	35.714	28	14	1	213	240	527	58	81	204	0.43	23.1	5.31309	13.7255
TRINITY_DN2399_c0_g1_i6.p1	Spodoptera|XP_050549798.1	40.000	25	14	1	213	237	527	58	81	204	0.83	22.3	4.74383	12.2549
TRINITY_DN11702_c2_g1_i4.p1	Spodoptera|XP_050557506.1	23.529	68	42	1	73	130	433	139	206	433	0.45	23.1	15.7044	15.7044
TRINITY_DN9553_c0_g1_i1.p1	Bmori|XP_062526798.1	53.333	15	7	0	19	33	148	165	179	332	0.13	22.7	10.1351	4.51807
TRINITY_DN8640_c0_g1_i1.p1	Spodoptera|XP_050562835.1	29.412	85	44	5	431	502	505	704	785	1896	0.77	22.7	16.8317	4.48312
TRINITY_DN126_c1_g2_i2.p1	Bmori|XP_037874601.1	23.611	72	40	3	7	78	206	5	61	217	0.83	20.8	34.9515	33.1797
TRINITY_DN9116_c1_g1_i1.p1	Bmori|XP_012544300.1	29.825	57	35	1	52	103	218	83	139	204	0.98	20.8	26.1468	27.9412
TRINITY_DN15132_c0_g1_i3.p1	Spodoptera|XP_050562835.1	29.412	51	30	1	459	503	514	1735	1785	1896	0.93	22.7	9.92218	2.68987
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035440580.2	29.469	207	123	7	1	200	228	1	191	221	6.46e-18	70.9	90.7895	93.6652
TRINITY_DN679_c0_g1_i1.p1	Bmori|NP_001037546.1	29.268	205	125	7	1	200	228	1	190	220	2.17e-17	69.7	89.9123	93.1818
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_062532228.1	24.876	201	131	7	1	196	228	1	186	215	2.61e-14	60.8	88.1579	93.4884
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035441818.2	25.248	202	130	7	10	207	228	27	211	230	3.85e-13	57.8	88.5965	87.8261
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_004930497.3	30.723	166	98	8	13	173	228	141	294	364	9.41e-13	57.8	72.807	45.6044
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050557548.1	28.402	169	112	3	1	169	228	1	160	217	1.31e-12	56.2	74.1228	77.8802
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050557506.1	31.034	174	101	5	1	169	228	1	160	433	1.70e-12	57.0	76.3158	40.1848
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050557506.1	26.168	214	133	7	1	207	228	218	413	433	6.38e-12	55.5	93.8596	49.4226
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_037874601.1	33.019	106	71	0	1	106	228	1	106	217	1.22e-11	53.5	46.4912	48.8479
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050559253.1	24.757	206	140	8	1	202	228	1	195	223	1.40e-10	50.4	90.3509	92.3767
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050558885.1	32.584	89	58	1	11	97	228	14	102	450	2.00e-09	47.8	39.0351	19.7778
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050558885.1	29.703	101	69	1	1	99	228	229	329	450	2.28e-07	41.6	44.2982	22.4444
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_062526798.1	25.758	132	92	2	5	133	228	30	158	332	2.96e-08	44.3	57.8947	39.759
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050563972.1	25.758	132	92	2	5	133	228	31	159	333	5.72e-07	40.0	57.8947	39.6396
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035444919.1	25.758	132	92	2	5	133	228	31	159	333	5.83e-07	40.0	57.8947	39.6396
TRINITY_DN679_c0_g1_i1.p1	Bmori|NP_001040435.1	26.404	178	97	9	3	171	228	21	173	240	0.001	30.0	78.0702	74.1667
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_012544300.1	29.787	47	33	0	31	77	228	28	74	204	0.017	26.2	20.614	23.0392
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_050562835.1	41.667	24	14	0	53	76	228	68	91	1896	0.11	24.3	10.5263	1.26582
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035443792.1	37.931	29	18	0	154	182	228	156	184	260	0.12	23.9	12.7193	11.1538
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035431091.1	37.500	24	11	1	150	169	228	318	341	388	0.13	23.9	10.5263	6.18557
TRINITY_DN679_c0_g1_i1.p1	Spodoptera|XP_035443791.1	37.931	29	18	0	154	182	228	156	184	283	0.16	23.5	12.7193	10.2473
TRINITY_DN679_c0_g1_i1.p1	Bmori|XP_062528878.1	23.810	42	32	0	53	94	228	73	114	259	0.23	22.7	18.4211	16.2162
TRINITY_DN3194_c0_g1_i2.p1	Spodoptera|XP_050562835.1	28.000	75	42	3	232	297	703	973	1044	1896	0.73	23.5	10.6686	3.9557
TRINITY_DN3194_c0_g1_i2.p1	Spodoptera|XP_050558940.1	30.909	55	31	2	141	188	703	714	768	877	0.97	23.1	7.82361	6.27138
TRINITY_DN2281_c0_g1_i8.p1	Bmori|XP_012546165.2	26.733	101	59	7	23	119	399	5	94	276	0.013	27.7	25.3133	36.5942
TRINITY_DN2281_c0_g1_i8.p1	Spodoptera|XP_050558326.1	23.529	85	62	1	182	266	399	424	505	556	0.64	22.7	21.3033	15.2878
TRINITY_DN16184_c0_g2_i2.p1	Bmori|XP_062526798.1	31.915	47	32	0	865	911	1231	248	294	332	0.87	23.9	3.81803	14.1566
TRINITY_DN13265_c1_g1_i12.p1	Spodoptera|XP_050562835.1	22.785	79	48	2	186	260	551	194	263	1896	0.26	24.6	14.3376	4.16667
TRINITY_DN1345_c0_g1_i6.p1	Spodoptera|XP_050558941.1	28.205	78	45	3	373	448	1629	600	668	821	0.75	24.6	4.78821	9.50061
TRINITY_DN57753_c0_g1_i1.p1	Bmori|XP_012546165.2	40.000	20	12	0	7	26	139	129	148	276	0.79	20.4	14.3885	7.24638
TRINITY_DN8082_c0_g2_i1.p2	Spodoptera|XP_050562835.1	58.333	12	5	0	115	126	164	1141	1152	1896	0.76	20.8	7.31707	0.632911
TRINITY_DN12092_c0_g1_i4.p1	Spodoptera|XP_050562835.1	63.158	19	6	1	386	404	692	639	656	1896	0.10	26.2	2.74566	1.00211
TRINITY_DN12092_c0_g1_i4.p1	Spodoptera|XP_035431091.1	39.130	46	19	2	313	351	692	14	57	388	0.31	24.6	6.6474	11.8557
TRINITY_DN561_c0_g1_i1.p1	Spodoptera|XP_035445331.2	30.435	23	16	0	173	195	332	121	143	149	0.99	21.2	6.92771	15.4362
TRINITY_DN53522_c0_g1_i1.p1	Spodoptera|XP_050557548.1	29.412	34	24	0	26	59	104	150	183	217	0.38	20.8	32.6923	15.6682
TRINITY_DN7146_c0_g1_i5.p1	Bmori|XP_012546165.2	29.371	143	81	4	8	132	195	3	143	276	2.19e-15	63.9	73.3333	51.8116
TRINITY_DN7146_c0_g1_i5.p1	Spodoptera|XP_050560502.1	21.795	156	118	3	8	159	195	65	220	305	0.003	28.5	80	51.1475
TRINITY_DN10941_c0_g1_i16.p1	Spodoptera|XP_035444198.2	31.250	112	66	6	188	289	713	7	117	204	0.014	28.5	15.7083	54.902
TRINITY_DN19921_c0_g1_i4.p1	Spodoptera|XP_050559253.1	44.828	29	16	0	103	131	316	44	72	223	0.032	26.2	9.17722	13.0045
TRINITY_DN19921_c0_g1_i4.p1	Spodoptera|XP_050558885.1	47.826	23	12	0	109	131	316	53	75	450	0.21	23.9	7.27848	5.11111
TRINITY_DN19921_c0_g1_i4.p1	Bmori|XP_062528878.1	33.333	36	18	1	106	135	316	61	96	259	0.40	22.7	11.3924	13.8996
TRINITY_DN19921_c0_g1_i4.p1	Spodoptera|XP_050558326.1	33.333	36	18	1	106	135	316	145	180	556	0.56	22.3	11.3924	6.47482
TRINITY_DN19921_c0_g1_i4.p1	Bmori|XP_004930497.3	43.478	23	13	0	109	131	316	178	200	364	0.58	22.3	7.27848	6.31868
TRINITY_DN124_c1_g1_i1.p1	Spodoptera|XP_050562835.1	29.577	71	47	2	34	104	571	1509	1576	1896	0.20	25.0	12.4343	3.74473
TRINITY_DN124_c1_g1_i1.p1	Spodoptera|XP_050562835.1	27.027	74	47	3	210	278	571	456	527	1896	0.79	23.1	12.9597	3.90295
TRINITY_DN1902_c0_g1_i11.p1	Bmori|XP_012546165.2	33.333	42	27	1	650	690	852	135	176	276	0.12	26.2	4.92958	15.2174
TRINITY_DN5320_c0_g4_i1.p1	Spodoptera|XP_050562835.1	27.869	61	39	1	12	72	232	452	507	1896	0.76	21.6	26.2931	3.2173
TRINITY_DN1204_c0_g1_i1.p1	Spodoptera|XP_035445331.2	50.000	30	11	2	58	87	164	101	126	149	0.39	21.2	18.2927	20.1342
TRINITY_DN1485_c0_g1_i1.p1	Spodoptera|XP_050562835.1	38.462	26	16	0	230	255	493	788	813	1896	0.82	22.7	5.27383	1.37131
TRINITY_DN20163_c0_g2_i1.p1	Spodoptera|XP_035443791.1	31.481	54	35	2	45	96	147	228	281	283	0.57	20.8	36.7347	19.0813
TRINITY_DN25725_c0_g1_i1.p1	Bmori|XP_012544300.1	46.429	28	14	1	85	111	145	118	145	204	0.24	21.9	19.3103	13.7255
TRINITY_DN25725_c0_g1_i1.p1	Spodoptera|XP_050562835.1	42.105	19	11	0	50	68	145	1832	1850	1896	0.73	20.8	13.1034	1.00211
TRINITY_DN25725_c0_g1_i1.p1	Spodoptera|XP_050562835.1	26.316	57	41	1	80	135	145	1768	1824	1896	0.76	20.8	39.3103	3.00633
TRINITY_DN29980_c0_g1_i1.p1	Bmori|XP_012544301.1	52.941	17	7	1	125	141	170	96	111	282	0.38	21.6	10	6.02837
TRINITY_DN29980_c0_g1_i1.p1	Spodoptera|XP_035443791.1	52.941	17	7	1	125	141	170	96	111	283	0.38	21.6	10	6.00707
TRINITY_DN29980_c0_g1_i1.p1	Spodoptera|XP_035443792.1	52.941	17	7	1	125	141	170	96	111	260	0.42	21.6	10	6.53846
TRINITY_DN29980_c0_g1_i1.p1	Bmori|NP_001040533.1	52.941	17	7	1	125	141	170	96	111	260	0.43	21.6	10	6.53846
TRINITY_DN30501_c0_g3_i1.p1	Spodoptera|XP_050562835.1	30.000	50	35	0	12	61	442	475	524	1896	0.25	24.3	11.3122	2.63713
TRINITY_DN23598_c0_g1_i4.p1	Spodoptera|XP_035435228.2	42.857	21	12	0	376	396	432	70	90	172	0.022	26.9	4.86111	12.2093
TRINITY_DN3611_c0_g1_i11.p1	Spodoptera|XP_050558940.1	23.944	71	50	3	284	351	490	130	199	877	0.26	24.3	14.4898	8.09578
TRINITY_DN3611_c0_g1_i11.p1	Spodoptera|XP_050558941.1	23.944	71	50	3	284	351	490	130	199	821	0.27	24.3	14.4898	8.64799
TRINITY_DN31553_c0_g1_i1.p1	Bmori|XP_062532228.1	20.879	91	64	2	3	87	199	123	211	215	0.074	24.3	45.7286	42.3256
TRINITY_DN31553_c0_g1_i1.p1	Bmori|XP_004930431.1	28.750	80	50	3	3	82	199	269	341	802	0.19	23.1	40.201	9.97506
TRINITY_DN31553_c0_g1_i1.p1	Bmori|XP_004930432.1	28.750	80	50	3	3	82	199	269	341	658	0.19	23.1	40.201	12.1581
TRINITY_DN31553_c0_g1_i1.p1	Spodoptera|XP_050558885.1	23.750	80	53	3	19	92	199	370	447	450	0.49	21.9	40.201	17.7778
TRINITY_DN49401_c0_g1_i1.p1	Bmori|XP_062526798.1	31.429	35	19	2	112	141	163	262	296	332	0.16	22.7	21.4724	10.5422
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_035431091.1	87.113	388	50	0	37	424	424	1	388	388	0.0	710	91.5094	100
TRINITY_DN2000_c0_g1_i17.p1	Bmori|XP_012548985.2	69.588	388	117	1	37	424	424	1	387	387	0.0	591	91.5094	100.258
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_050557506.1	27.273	44	30	1	345	386	424	343	386	433	0.077	25.8	10.3774	10.1617
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_050557506.1	24.074	54	39	2	334	387	424	119	170	433	0.19	24.3	12.7358	12.4711
TRINITY_DN2000_c0_g1_i17.p1	Bmori|XP_062532228.1	30.435	46	30	2	366	411	424	149	192	215	0.11	24.6	10.8491	21.3953
TRINITY_DN2000_c0_g1_i17.p1	Bmori|NP_001040435.1	38.095	21	13	0	359	379	424	153	173	240	0.14	24.6	4.95283	8.75
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_050557548.1	33.333	24	16	0	364	387	424	147	170	217	0.39	23.1	5.66038	11.0599
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_035453953.1	36.842	19	12	0	362	380	424	156	174	240	0.40	23.1	4.48113	7.91667
TRINITY_DN2000_c0_g1_i17.p1	Spodoptera|XP_035443792.1	32.000	50	32	2	359	406	424	153	202	260	0.97	21.9	11.7925	19.2308
TRINITY_DN12068_c0_g1_i1.p1	Bmori|XP_004930497.3	32.143	28	19	0	213	240	305	323	350	364	0.56	22.3	9.18033	7.69231
TRINITY_DN17653_c0_g1_i10.p1	Bmori|XP_004922383.1	47.368	19	10	0	14	32	100	129	147	176	0.038	23.5	19	10.7955
TRINITY_DN8319_c1_g1_i1.p1	Spodoptera|XP_050558885.1	31.818	44	30	0	17	60	404	12	55	450	0.36	23.5	10.8911	9.77778
TRINITY_DN8319_c1_g1_i1.p1	Bmori|XP_004930432.1	36.170	47	27	1	63	106	404	136	182	658	0.65	22.7	11.6337	7.14286
TRINITY_DN8319_c1_g1_i1.p1	Bmori|XP_004930431.1	36.170	47	27	1	63	106	404	136	182	802	0.68	22.7	11.6337	5.86035
TRINITY_DN43042_c0_g1_i2.p1	Spodoptera|XP_050562835.1	36.364	22	14	0	54	75	105	1341	1362	1896	0.11	22.3	20.9524	1.16034
TRINITY_DN43042_c0_g1_i2.p1	Spodoptera|XP_050557506.1	46.154	13	7	0	1	13	105	406	418	433	0.75	20.0	12.381	3.00231
TRINITY_DN3029_c0_g1_i25.p1	Spodoptera|XP_035444198.2	28.889	45	23	2	92	133	346	5	43	204	0.55	22.3	13.0058	22.0588
TRINITY_DN8895_c0_g1_i1.p1	Spodoptera|XP_050558940.1	36.667	30	19	0	133	162	485	156	185	877	0.33	23.9	6.18557	3.42075
TRINITY_DN8895_c0_g1_i1.p1	Spodoptera|XP_050558941.1	36.667	30	19	0	133	162	485	156	185	821	0.38	23.9	6.18557	3.65408
TRINITY_DN43019_c0_g1_i1.p2	Bmori|XP_012544300.1	26.829	41	30	0	5	45	105	129	169	204	0.29	20.8	39.0476	20.098
TRINITY_DN43019_c0_g1_i1.p2	Spodoptera|XP_035444198.2	24.615	65	43	2	5	64	105	129	192	204	0.37	20.8	61.9048	31.8627
TRINITY_DN2397_c0_g1_i5.p1	Spodoptera|XP_050562835.1	43.478	23	13	0	92	114	767	1331	1353	1896	0.30	25.0	2.9987	1.21308
TRINITY_DN1901_c0_g1_i1.p1	Bmori|XP_004922383.1	36.842	19	12	0	737	755	904	143	161	176	0.11	25.8	2.10177	10.7955
TRINITY_DN1901_c0_g1_i1.p1	Bmori|XP_004930497.3	34.884	43	16	1	245	287	904	182	212	364	0.36	24.6	4.75664	11.8132
TRINITY_DN676_c0_g1_i3.p1	Spodoptera|XP_050557506.1	31.111	45	28	1	853	894	952	130	174	433	0.67	23.9	4.72689	10.3926
TRINITY_DN13561_c0_g1_i1.p1	Bmori|XP_004930431.1	31.250	48	31	1	165	212	215	637	682	802	0.69	21.6	22.3256	5.98504
TRINITY_DN30082_c0_g1_i1.p1	Bmori|XP_062532228.1	29.167	48	33	1	130	177	209	120	166	215	0.24	22.7	22.9665	22.3256
TRINITY_DN13822_c1_g2_i1.p1	Spodoptera|XP_050562835.1	22.857	35	27	0	31	65	115	1538	1572	1896	0.74	20.0	30.4348	1.84599
TRINITY_DN677_c0_g1_i2.p1	Spodoptera|XP_050558941.1	37.255	51	27	1	293	343	367	652	697	821	0.044	26.2	13.8965	6.21194
TRINITY_DN677_c0_g1_i2.p1	Spodoptera|XP_050558940.1	37.255	51	27	1	293	343	367	652	697	877	0.058	25.8	13.8965	5.81528
TRINITY_DN3169_c0_g1_i1.p1	Spodoptera|XP_050562835.1	24.074	54	40	1	492	544	1267	326	379	1896	0.85	24.3	4.26204	2.8481
TRINITY_DN7841_c0_g1_i3.p1	Spodoptera|XP_050549798.1	36.364	33	21	0	548	580	961	84	116	204	0.12	25.8	3.43392	16.1765
TRINITY_DN7841_c0_g1_i3.p1	Spodoptera|XP_050559253.1	32.353	34	23	0	467	500	961	150	183	223	0.88	23.1	3.53798	15.2466
TRINITY_DN1343_c0_g1_i14.p1	Spodoptera|XP_050558941.1	78.571	826	170	6	1	824	825	1	821	821	0.0	1303	100.121	100.609
TRINITY_DN1343_c0_g1_i14.p1	Spodoptera|XP_050558940.1	78.113	763	160	6	1	761	825	1	758	877	0.0	1184	92.4848	87.0011
TRINITY_DN1343_c0_g1_i14.p1	Bmori|XP_004930431.1	64.536	829	262	5	1	824	825	1	802	802	0.0	1091	100.485	103.367
TRINITY_DN1343_c0_g1_i14.p1	Bmori|XP_004930432.1	65.390	679	206	4	1	674	825	1	655	658	0.0	900	82.303	103.191
TRINITY_DN7143_c0_g2_i3.p1	Bmori|XP_004922383.1	19.298	57	43	1	254	310	526	64	117	176	0.31	23.5	10.8365	32.3864
TRINITY_DN7143_c0_g2_i3.p1	Spodoptera|XP_050562835.1	23.750	80	51	3	202	281	526	1010	1079	1896	0.60	23.5	15.2091	4.21941
TRINITY_DN52864_c0_g1_i1.p1	Bmori|XP_062526798.1	36.735	49	29	2	20	67	130	189	236	332	0.038	24.3	37.6923	14.759
TRINITY_DN14979_c3_g1_i1.p1	Spodoptera|XP_050562835.1	32.258	31	21	0	34	64	114	1202	1232	1896	0.95	20.0	27.193	1.63502
TRINITY_DN21771_c0_g1_i2.p1	Bmori|XP_012548985.2	34.211	38	23	1	134	171	299	295	330	387	0.65	21.9	12.709	9.81912
TRINITY_DN21073_c0_g1_i1.p1	Spodoptera|XP_050559253.1	29.268	41	25	1	6	42	188	109	149	223	0.50	21.6	21.8085	18.3857
TRINITY_DN7819_c0_g1_i1.p1	Spodoptera|XP_050558326.1	31.707	82	43	3	353	424	547	44	122	556	0.043	26.9	14.9909	14.7482
TRINITY_DN20137_c0_g2_i1.p1	Spodoptera|XP_035435228.2	31.429	35	18	1	898	926	977	124	158	172	0.38	24.3	3.5824	20.3488
TRINITY_DN895_c6_g1_i2.p1	Bmori|XP_062526798.1	29.231	65	42	1	48	108	230	169	233	332	0.014	26.9	28.2609	19.5783
TRINITY_DN28902_c0_g3_i1.p1	Bmori|NP_001037546.1	28.889	45	32	0	573	617	750	48	92	220	0.28	24.6	6	20.4545
TRINITY_DN2115_c0_g1_i1.p1	Spodoptera|XP_050562835.1	22.807	57	44	0	469	525	1832	1290	1346	1896	0.60	25.4	3.11135	3.00633
TRINITY_DN8196_c0_g1_i3.p1	Spodoptera|XP_050557548.1	32.432	37	25	0	309	345	445	106	142	217	0.38	23.1	8.31461	17.0507
TRINITY_DN2115_c0_g2_i2.p1	Bmori|XP_012546165.2	30.303	33	23	0	270	302	912	117	149	276	0.65	23.9	3.61842	11.9565
TRINITY_DN1483_c0_g2_i2.p1	Spodoptera|XP_050558326.1	29.167	72	41	2	43	114	136	12	73	556	0.19	22.3	52.9412	12.9496
TRINITY_DN11012_c0_g1_i1.p1	Spodoptera|XP_050562835.1	24.615	130	75	5	26	154	274	1754	1861	1896	0.56	22.3	47.4453	6.85654
TRINITY_DN6631_c1_g2_i1.p1	Spodoptera|XP_050563972.1	28.333	60	28	3	37	94	101	259	305	333	0.67	20.0	59.4059	18.018
TRINITY_DN26775_c0_g1_i1.p1	Bmori|XP_004930432.1	42.105	38	13	2	63	91	232	397	434	658	0.45	22.3	16.3793	5.77508
TRINITY_DN26775_c0_g1_i1.p1	Bmori|XP_004930431.1	42.105	38	13	2	63	91	232	397	434	802	0.45	22.3	16.3793	4.73815
TRINITY_DN26775_c0_g1_i1.p1	Spodoptera|XP_050558941.1	30.000	40	24	1	63	98	232	416	455	821	0.63	21.9	17.2414	4.87211
TRINITY_DN26775_c0_g1_i1.p1	Spodoptera|XP_050558940.1	30.000	40	24	1	63	98	232	416	455	877	0.79	21.6	17.2414	4.561
TRINITY_DN3168_c0_g1_i19.p1	Spodoptera|XP_050562835.1	45.833	24	13	0	250	273	764	651	674	1896	0.43	24.3	3.14136	1.26582
TRINITY_DN8055_c0_g1_i4.p1	Spodoptera|XP_050558941.1	34.615	52	26	2	258	301	531	413	464	821	0.12	25.4	9.79284	6.33374
TRINITY_DN8055_c0_g1_i4.p1	Spodoptera|XP_050558940.1	34.615	52	26	2	258	301	531	413	464	877	0.14	25.4	9.79284	5.9293
TRINITY_DN18563_c0_g1_i1.p1	Spodoptera|XP_050558941.1	30.435	46	30	1	62	107	228	535	578	821	0.74	21.6	20.1754	5.60292
TRINITY_DN18563_c0_g1_i1.p1	Spodoptera|XP_050558940.1	30.435	46	30	1	62	107	228	535	578	877	0.82	21.6	20.1754	5.24515
TRINITY_DN7817_c0_g1_i10.p1	Bmori|XP_012544300.1	29.167	24	17	0	230	253	330	39	62	204	0.86	21.6	7.27273	11.7647
TRINITY_DN7817_c0_g1_i10.p1	Spodoptera|XP_035444198.2	27.273	33	23	1	221	253	330	31	62	204	0.87	21.6	10	16.1765
TRINITY_DN7817_c0_g1_i10.p1	Bmori|XP_062532228.1	53.846	13	6	0	200	212	330	178	190	215	0.94	21.6	3.93939	6.04651
TRINITY_DN38962_c0_g1_i1.p1	Spodoptera|XP_050558326.1	29.091	55	35	2	51	102	126	239	292	556	0.84	20.0	43.6508	9.89209
TRINITY_DN1342_c0_g2_i6.p1	Bmori|NP_001037546.1	31.111	45	28	1	103	147	300	1	42	220	0.72	21.9	15	20.4545
TRINITY_DN1342_c0_g2_i6.p1	Spodoptera|XP_035435228.2	28.302	53	32	2	116	163	300	44	95	172	0.95	21.2	17.6667	30.814
TRINITY_DN1342_c0_g2_i6.p1	Spodoptera|XP_035441818.2	34.286	35	23	0	103	137	300	18	52	230	0.99	21.2	11.6667	15.2174
TRINITY_DN47109_c0_g1_i1.p1	Spodoptera|XP_050558940.1	38.462	26	16	0	59	84	153	744	769	877	0.14	23.1	16.9935	2.96465
TRINITY_DN10216_c0_g1_i1.p1	Spodoptera|XP_050558885.1	22.642	53	41	0	215	267	281	75	127	450	0.56	22.3	18.8612	11.7778
TRINITY_DN30615_c0_g1_i1.p1	Spodoptera|XP_035441818.2	27.027	37	26	1	60	96	116	35	70	230	0.16	21.9	31.8966	16.087
TRINITY_DN662_c2_g1_i3.p1	Spodoptera|XP_050562835.1	50.000	24	10	1	79	102	193	1321	1342	1896	0.12	23.9	12.4352	1.26582
TRINITY_DN30615_c0_g2_i1.p1	Spodoptera|XP_035445331.2	41.667	36	14	2	103	138	367	121	149	149	0.95	21.6	9.80926	24.1611
TRINITY_DN1481_c0_g1_i10.p1	Spodoptera|XP_050558326.1	21.591	176	111	6	761	928	3021	395	551	556	0.85	25.4	5.82589	31.6547
TRINITY_DN1481_c0_g2_i2.p1	Spodoptera|XP_050557506.1	30.303	33	13	1	304	326	339	221	253	433	0.96	21.9	9.73451	7.62125
TRINITY_DN4638_c0_g1_i12.p1	Bmori|NP_001040435.1	32.558	43	28	1	193	235	344	56	97	240	0.55	22.3	12.5	17.9167
TRINITY_DN4638_c0_g1_i12.p1	Spodoptera|XP_050562835.1	56.250	16	7	0	237	252	344	1408	1423	1896	0.93	21.9	4.65116	0.843882
TRINITY_DN4638_c0_g1_i12.p1	Spodoptera|XP_035431091.1	33.333	42	27	1	4	44	344	34	75	388	0.96	21.9	12.2093	10.8247
TRINITY_DN4638_c0_g1_i12.p1	Spodoptera|XP_050558941.1	75.000	12	3	0	178	189	344	228	239	821	1.00	21.9	3.48837	1.46163
TRINITY_DN31690_c0_g1_i1.p1	Bmori|XP_062532228.1	42.424	33	17	1	113	145	207	79	109	215	0.60	21.6	15.942	15.3488
TRINITY_DN3027_c0_g1_i14.p1	Bmori|XP_012546165.2	24.034	233	147	10	11	240	327	4	209	276	1.28e-04	33.9	71.2538	84.4203
TRINITY_DN3027_c0_g1_i14.p1	Spodoptera|XP_050560502.1	22.613	199	117	8	69	251	327	119	296	305	0.54	22.3	60.8563	65.2459
TRINITY_DN22403_c0_g1_i1.p1	Bmori|XP_004930497.3	40.000	30	18	0	60	89	159	78	107	364	0.26	21.9	18.8679	8.24176
TRINITY_DN3027_c0_g2_i3.p1	Spodoptera|XP_050558326.1	38.710	31	19	0	75	105	409	80	110	556	0.22	24.3	7.57946	5.57554
TRINITY_DN22403_c0_g2_i1.p1	Spodoptera|XP_050560502.1	28.431	102	56	4	149	235	240	120	219	305	0.004	28.5	42.5	33.4426
TRINITY_DN22403_c0_g2_i1.p1	Bmori|XP_004922383.1	38.095	42	25	1	144	185	240	10	50	176	0.046	25.0	17.5	23.8636
TRINITY_DN196_c6_g1_i10.p1	Spodoptera|XP_035444198.2	63.317	199	71	1	1	199	200	1	197	204	1.70e-92	261	99.5	97.549
TRINITY_DN196_c6_g1_i10.p1	Spodoptera|XP_050549798.1	59.296	199	79	1	1	199	200	1	197	204	4.76e-89	252	99.5	97.549
TRINITY_DN196_c6_g1_i10.p1	Bmori|XP_012544300.1	53.266	199	91	1	1	199	200	1	197	204	1.23e-77	223	99.5	97.549
TRINITY_DN196_c6_g1_i10.p1	Spodoptera|XP_050562835.1	41.414	99	57	1	4	101	200	21	119	1896	2.80e-18	73.6	49.5	5.22152
