qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN1757_c0_g1_i12.p1	Spodoptera|XP_035442586.2	44.444	27	10	2	102	123	457	316	342	553	0.77	23.5	5.9081	4.88246
TRINITY_DN949_c0_g2_i1.p1	Bmori|NP_001121786.1	28.571	56	40	0	295	350	549	375	430	650	0.13	26.2	10.2004	8.61538
TRINITY_DN28898_c0_g1_i1.p1	Spodoptera|XP_035449631.1	60.000	10	4	0	81	90	114	309	318	567	1.00	20.4	8.77193	1.76367
TRINITY_DN5708_c0_g2_i1.p1	Spodoptera|XP_050560005.1	29.630	27	19	0	52	78	140	287	313	570	0.14	23.5	19.2857	4.73684
TRINITY_DN1896_c0_g1_i18.p1	Spodoptera|XP_035445144.1	34.146	41	22	2	95	135	136	209	244	332	0.94	20.8	30.1471	12.3494
TRINITY_DN973_c0_g2_i1.p1	Bmori|NP_001177297.1	40.000	25	15	0	681	705	721	304	328	526	0.77	24.3	3.46741	4.75285
TRINITY_DN973_c0_g2_i1.p1	Bmori|NP_001040174.1	45.714	35	12	2	352	380	721	485	518	540	1.00	23.9	4.85437	6.48148
TRINITY_DN56554_c0_g1_i1.p1	Bmori|XP_004924611.1	30.000	20	14	0	115	134	144	521	540	555	0.51	21.9	13.8889	3.6036
TRINITY_DN56554_c0_g1_i1.p1	Spodoptera|XP_035430907.2	50.000	14	7	0	125	138	144	520	533	562	0.73	21.6	9.72222	2.4911
TRINITY_DN342_c8_g1_i11.p1	Bmori|NP_001121786.1	40.625	32	16	1	132	160	1064	205	236	650	0.89	24.6	3.00752	4.92308
TRINITY_DN28641_c0_g1_i1.p1	Bmori|XP_004932947.1	25.641	39	29	0	42	80	509	314	352	533	0.82	23.5	7.66208	7.31707
TRINITY_DN2552_c0_g2_i7.p1	Spodoptera|XP_035456135.2	56.250	16	7	0	218	233	321	259	274	750	0.72	23.1	4.98442	2.13333
TRINITY_DN2552_c0_g2_i7.p1	Spodoptera|XP_035456134.2	56.250	16	7	0	218	233	321	353	368	844	0.74	23.1	4.98442	1.89573
TRINITY_DN18860_c0_g1_i2.p1	Spodoptera|XP_035452555.2	35.484	62	38	2	584	644	1419	302	362	627	0.15	27.7	4.36927	9.88836
TRINITY_DN3051_c1_g2_i1.p1	Spodoptera|XP_035430264.2	46.667	15	8	0	110	124	131	493	507	562	0.26	22.7	11.4504	2.66904
TRINITY_DN895_c7_g1_i1.p1	Spodoptera|XP_050560005.1	25.843	89	50	4	14	94	943	125	205	570	0.61	25.0	9.43796	15.614
TRINITY_DN895_c7_g1_i1.p1	Spodoptera|XP_035459067.2	56.250	16	7	0	427	442	943	254	269	546	0.69	25.0	1.69671	2.9304
TRINITY_DN7416_c0_g1_i2.p1	Bmori|XP_004933503.2	33.333	45	30	0	111	155	182	277	321	581	0.079	25.0	24.7253	7.74527
TRINITY_DN25462_c0_g2_i1.p1	Bmori|XP_012549721.1	38.889	18	11	0	24	41	99	68	85	740	0.83	20.4	18.1818	2.43243
TRINITY_DN25462_c0_g2_i1.p1	Bmori|NP_001040466.1	38.889	18	11	0	24	41	99	84	101	756	0.83	20.4	18.1818	2.38095
TRINITY_DN8170_c5_g1_i4.p1	Bmori|XP_004932947.1	26.923	78	50	4	10	85	213	139	211	533	0.016	27.3	36.6197	14.6341
TRINITY_DN8170_c5_g1_i4.p1	Spodoptera|XP_050553603.1	25.000	100	65	5	13	107	213	157	251	554	0.090	25.0	46.9484	18.0505
TRINITY_DN8170_c5_g1_i4.p1	Spodoptera|XP_050549265.1	28.889	45	30	2	42	85	213	170	213	532	0.44	23.1	21.1268	8.45865
TRINITY_DN5173_c0_g2_i1.p1	Bmori|NP_001177297.1	34.884	43	27	1	22	63	148	405	447	526	0.93	21.2	29.0541	8.1749
TRINITY_DN832_c0_g1_i2.p1	Spodoptera|XP_050553603.1	25.263	95	63	2	407	494	1071	424	517	554	0.35	25.8	8.87021	17.148
TRINITY_DN832_c0_g1_i2.p1	Spodoptera|XP_035430907.2	26.923	52	32	1	98	143	1071	323	374	562	0.82	24.6	4.85528	9.25267
TRINITY_DN134_c0_g1_i2.p1	Bmori|XP_004932948.1	36.364	22	14	0	133	154	401	265	286	325	0.46	23.9	5.48628	6.76923
TRINITY_DN134_c0_g1_i2.p1	Spodoptera|XP_035445144.1	40.909	22	13	0	133	154	401	271	292	332	0.92	23.1	5.48628	6.62651
TRINITY_DN22002_c0_g1_i1.p1	Bmori|NP_001116501.1	24.419	86	57	3	1	82	127	394	475	545	1.00	20.8	67.7165	15.7798
TRINITY_DN13134_c0_g1_i4.p1	Spodoptera|XP_035444718.2	32.143	56	37	1	198	252	1413	457	512	532	0.25	26.9	3.9632	10.5263
TRINITY_DN13134_c0_g1_i4.p1	Bmori|NP_001121786.1	28.916	83	50	5	554	629	1413	114	194	650	0.80	25.4	5.87403	12.7692
TRINITY_DN49114_c0_g1_i1.p1	Spodoptera|XP_035459067.2	29.545	44	25	1	30	73	121	247	284	546	0.47	21.6	36.3636	8.05861
TRINITY_DN2411_c0_g1_i20.p1	Bmori|XP_037869459.1	25.000	76	55	1	111	186	467	244	317	533	0.15	25.8	16.2741	14.2589
TRINITY_DN273_c0_g1_i26.p1	Bmori|XP_062526066.1	29.545	88	55	2	592	675	840	228	312	558	0.058	28.1	10.4762	15.7706
TRINITY_DN2550_c0_g1_i2.p1	Bmori|XP_037869459.1	25.581	43	32	0	14	56	402	333	375	533	0.80	23.1	10.6965	8.06754
TRINITY_DN16453_c0_g1_i1.p1	Bmori|NP_001121786.1	31.111	45	25	1	9	47	479	86	130	650	0.58	23.9	9.39457	6.92308
TRINITY_DN5707_c0_g1_i1.p1	Spodoptera|XP_035430420.2	25.862	58	30	2	349	401	460	113	162	554	0.18	25.4	12.6087	10.4693
TRINITY_DN36852_c0_g1_i1.p1	Bmori|XP_004932947.1	23.256	43	28	1	2	39	115	454	496	533	0.54	21.6	37.3913	8.06754
TRINITY_DN36852_c0_g1_i1.p1	Spodoptera|XP_050549265.1	29.167	24	17	0	9	32	115	462	485	532	0.81	20.8	20.8696	4.51128
TRINITY_DN5009_c0_g1_i4.p1	Spodoptera|XP_035430907.2	21.930	114	68	5	279	378	537	79	185	562	0.39	24.6	21.2291	20.2847
TRINITY_DN5009_c0_g1_i4.p1	Bmori|XP_037869367.1	33.333	27	18	0	400	426	537	442	468	533	0.77	23.9	5.02793	5.06567
TRINITY_DN8892_c1_g1_i1.p1	Spodoptera|XP_035456135.2	55.556	18	7	1	11	28	110	508	524	750	0.55	21.2	16.3636	2.4
TRINITY_DN8892_c1_g1_i1.p1	Spodoptera|XP_035456134.2	55.556	18	7	1	11	28	110	602	618	844	0.63	21.2	16.3636	2.1327
TRINITY_DN8892_c1_g1_i1.p1	Bmori|XP_037869459.1	26.923	26	16	1	79	104	110	488	510	533	0.71	20.8	23.6364	4.87805
TRINITY_DN8892_c1_g1_i1.p1	Bmori|XP_037869367.1	26.923	26	16	1	79	104	110	488	510	533	0.71	20.8	23.6364	4.87805
TRINITY_DN41604_c0_g1_i2.p1	Spodoptera|XP_035430907.2	26.230	61	42	2	83	143	268	278	335	562	0.48	23.5	22.7612	10.8541
TRINITY_DN1197_c0_g2_i39.p1	Spodoptera|XP_035435407.2	45.455	33	16	2	11	43	160	236	266	583	0.092	24.6	20.625	5.66038
TRINITY_DN1197_c0_g2_i39.p1	Bmori|NP_001040466.1	41.379	29	16	1	126	154	160	3	30	756	0.69	21.9	18.125	3.83598
TRINITY_DN10094_c0_g1_i5.p1	Spodoptera|XP_050560005.1	53.333	15	7	0	109	123	270	126	140	570	0.66	22.7	5.55556	2.63158
TRINITY_DN26634_c1_g1_i1.p1	Spodoptera|XP_035430907.2	34.000	50	30	2	67	113	124	231	280	562	0.10	23.9	40.3226	8.8968
TRINITY_DN26634_c1_g1_i1.p1	Spodoptera|XP_035430264.2	30.233	43	29	1	67	108	124	232	274	562	0.51	21.6	34.6774	7.65125
TRINITY_DN2551_c0_g1_i11.p1	Spodoptera|XP_035459067.2	22.754	167	99	3	110	266	425	323	469	546	0.37	24.3	39.2941	30.5861
TRINITY_DN1615_c0_g1_i3.p1	Bmori|NP_001268820.1	31.429	35	22	1	84	116	270	99	133	531	0.036	26.9	12.963	6.59134
TRINITY_DN1615_c0_g1_i3.p1	Bmori|NP_001104822.1	41.667	24	14	0	24	47	270	180	203	535	0.088	25.8	8.88889	4.48598
TRINITY_DN1615_c0_g1_i3.p1	Spodoptera|XP_035450368.2	36.667	30	17	1	24	51	270	180	209	538	0.12	25.0	11.1111	5.57621
TRINITY_DN1615_c0_g1_i3.p1	Bmori|XP_062527686.1	44.444	18	10	0	87	104	270	105	122	545	0.54	23.1	6.66667	3.30275
TRINITY_DN9392_c2_g1_i1.p1	Bmori|NP_001121786.1	19.118	68	53	1	66	133	136	487	552	650	0.75	21.6	50	10.4615
TRINITY_DN22258_c0_g1_i1.p1	Bmori|XP_004924613.1	43.750	16	9	0	37	52	115	411	426	567	0.51	21.6	13.913	2.82187
TRINITY_DN5172_c0_g1_i12.p1	Spodoptera|XP_035452555.2	23.913	46	31	1	41	82	264	357	402	627	0.63	22.7	17.4242	7.33652
TRINITY_DN48480_c0_g1_i1.p1	Spodoptera|XP_035435877.2	40.000	25	15	0	49	73	116	109	133	585	0.40	21.9	21.5517	4.2735
TRINITY_DN13674_c1_g1_i1.p1	Spodoptera|XP_050560005.1	29.508	61	40	2	69	127	137	399	458	570	0.84	21.2	44.5255	10.7018
TRINITY_DN5149_c0_g1_i10.p2	Spodoptera|XP_050551513.1	37.500	40	21	1	52	87	119	5	44	589	0.25	22.3	33.6134	6.79117
TRINITY_DN5149_c0_g1_i10.p2	Bmori|NP_001104822.1	50.000	20	10	0	45	64	119	62	81	535	0.56	21.6	16.8067	3.73832
TRINITY_DN260_c2_g1_i2.p1	Spodoptera|XP_035445144.1	29.268	82	49	3	79	153	231	160	239	332	0.89	21.9	35.4978	24.6988
TRINITY_DN831_c0_g1_i1.p1	Spodoptera|XP_035435877.2	43.478	23	13	0	167	189	202	15	37	585	0.25	23.5	11.3861	3.93162
TRINITY_DN831_c0_g1_i1.p1	Spodoptera|XP_050551513.1	30.303	33	23	0	145	177	202	325	357	589	0.64	22.3	16.3366	5.60272
TRINITY_DN20432_c0_g1_i1.p1	Spodoptera|XP_035449450.2	23.077	91	57	3	213	293	380	80	167	547	0.39	24.3	23.9474	16.6362
TRINITY_DN5986_c0_g1_i1.p1	Spodoptera|XP_050560005.1	30.769	26	15	1	238	260	300	104	129	570	0.28	24.3	8.66667	4.5614
TRINITY_DN28059_c0_g1_i1.p1	Bmori|NP_001268820.1	31.034	29	20	0	272	300	343	142	170	531	0.14	25.4	8.45481	5.46139
TRINITY_DN20560_c2_g1_i1.p1	Spodoptera|XP_035438336.2	28.000	25	18	0	69	93	112	380	404	553	0.42	21.6	22.3214	4.5208
TRINITY_DN28059_c0_g3_i1.p1	Spodoptera|XP_050551513.1	27.536	69	49	1	102	170	369	74	141	589	0.071	26.6	18.6992	11.7148
TRINITY_DN33648_c0_g1_i1.p1	Bmori|XP_004924612.2	22.581	62	48	0	21	82	149	425	486	550	0.23	23.1	41.6107	11.2727
TRINITY_DN18021_c0_g1_i4.p1	Bmori|XP_004933503.2	21.782	101	79	0	59	159	241	50	150	581	0.88	22.3	41.9087	17.3838
TRINITY_DN1196_c0_g1_i3.p1	Bmori|XP_004924612.2	24.638	69	48	2	133	200	270	37	102	550	0.56	23.1	25.5556	12.5455
TRINITY_DN14186_c0_g1_i1.p1	Bmori|XP_062526066.1	26.966	89	60	5	536	621	743	115	201	558	0.083	27.3	11.9785	15.9498
TRINITY_DN14186_c0_g1_i1.p1	Spodoptera|XP_035450368.2	23.188	138	92	7	510	640	743	90	220	538	0.46	25.0	18.5734	25.6506
TRINITY_DN14186_c0_g1_i1.p1	Bmori|XP_004933450.1	30.508	59	32	3	364	419	743	161	213	580	0.53	25.0	7.94078	10.1724
TRINITY_DN14186_c0_g1_i1.p1	Bmori|XP_062527686.1	21.277	141	102	5	488	625	743	87	221	545	0.60	24.6	18.9771	25.8716
TRINITY_DN638_c3_g1_i5.p1	Bmori|XP_004933503.2	28.205	39	22	1	201	233	381	122	160	581	0.80	23.1	10.2362	6.71256
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035449447.2	43.359	512	252	14	24	502	544	30	536	547	3.62e-134	394	94.1176	93.6015
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035449450.2	43.643	527	257	16	9	500	544	13	534	547	5.46e-134	393	96.875	96.3437
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_037869367.1	42.747	517	246	11	24	503	544	24	527	533	1.53e-129	381	95.0368	96.9981
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_037869459.1	42.553	517	247	11	24	503	544	24	527	533	4.85e-129	380	95.0368	96.9981
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_062527686.1	41.569	510	259	14	24	500	544	28	531	545	1.16e-126	374	93.75	93.578
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_062526727.1	42.157	510	259	12	24	503	544	24	527	533	1.60e-123	366	93.75	95.6848
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001116501.1	40.000	505	271	14	24	500	544	28	528	545	3.01e-114	342	92.8309	92.6606
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050551626.1	36.822	535	300	12	5	503	544	556	1088	1092	7.57e-106	334	98.3456	48.9927
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050551626.1	36.447	546	283	19	6	507	544	1	526	1092	9.43e-100	318	100.368	50
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001177297.1	34.733	524	301	14	9	502	544	6	518	526	4.63e-94	289	96.3235	99.6198
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001268820.1	34.875	519	290	16	29	523	544	32	526	531	2.70e-93	288	95.4044	97.7401
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035451693.2	34.843	508	295	14	24	505	544	26	523	528	2.97e-84	264	93.3824	96.2121
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001116814.1	34.132	501	282	15	42	502	544	45	537	545	1.33e-78	249	92.0956	91.9266
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035459067.2	34.653	505	280	18	38	502	544	41	535	546	4.03e-77	246	92.8309	92.4908
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035444718.2	30.682	528	309	19	24	501	544	6	526	532	9.60e-66	215	97.0588	99.2481
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001104822.1	32.375	522	288	19	38	505	544	24	534	535	6.82e-65	213	95.9559	97.5701
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001040174.1	29.891	552	323	19	1	502	544	1	538	540	9.01e-61	202	101.471	102.222
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035456135.2	32.759	522	290	21	29	502	544	28	536	750	2.38e-60	205	95.9559	69.6
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035456134.2	33.015	524	286	23	29	502	544	122	630	844	4.57e-60	205	96.3235	62.0853
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004932947.1	29.081	533	313	19	24	501	544	6	528	533	1.75e-59	198	97.9779	100
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035450368.2	31.261	547	302	25	22	505	544	2	537	538	3.26e-59	197	100.551	101.673
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_012549721.1	29.848	526	302	21	29	502	544	12	522	740	2.31e-52	182	96.6912	71.0811
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050553323.1	28.733	529	311	22	24	502	544	24	536	565	7.94e-52	178	97.2426	93.6283
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035435877.2	27.687	549	326	21	24	506	544	27	570	585	1.05e-51	178	100.919	93.8462
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035435407.2	29.101	567	319	23	22	514	544	23	580	583	1.26e-51	178	104.228	97.2556
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004924612.2	28.014	564	319	23	1	502	544	1	539	550	3.25e-51	176	103.676	102.545
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001040466.1	29.412	527	303	21	29	502	544	28	538	756	3.66e-51	179	96.875	69.709
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004933450.1	29.982	557	316	20	15	502	544	13	564	580	7.35e-51	176	102.39	96.0345
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004924611.1	28.599	514	293	23	42	502	544	46	538	555	1.40e-47	166	94.4853	92.6126
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035430420.2	26.860	551	339	20	1	502	544	1	536	554	7.57e-47	164	101.287	99.4585
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035438336.2	28.889	540	311	24	24	503	544	12	538	553	8.16e-47	164	99.2647	97.6492
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004924613.1	29.608	510	312	19	29	502	544	32	530	567	7.16e-46	162	93.75	89.9471
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035429431.2	28.757	539	300	26	24	502	544	24	538	553	9.61e-46	161	99.0809	97.4684
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_062526066.1	29.310	522	301	25	39	502	544	31	542	558	5.09e-42	150	95.9559	93.5484
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050553603.1	27.684	531	317	22	24	502	544	24	539	554	5.35e-42	150	97.6103	95.8484
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035442586.2	28.077	520	299	23	42	502	544	34	537	553	5.85e-41	147	95.5882	94.0325
TRINITY_DN5147_c0_g1_i11.p1	Bmori|XP_004933503.2	26.252	579	335	24	5	506	544	6	569	581	9.72e-41	147	106.434	99.6558
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050560005.1	26.286	525	316	21	39	502	544	43	557	570	7.13e-39	142	96.5074	92.1053
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035452555.2	26.628	522	317	19	38	507	544	39	546	627	5.44e-38	140	95.9559	83.2536
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001121786.1	28.788	528	299	26	38	508	544	41	548	650	2.14e-37	138	97.0588	81.2308
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050549265.1	39.565	230	116	10	20	230	544	1	226	532	3.60e-36	133	42.2794	43.2331
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050549265.1	31.126	151	104	0	352	502	544	380	530	532	1.11e-17	77.4	27.7574	28.3835
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035430907.2	28.200	539	322	25	12	502	544	6	527	562	3.98e-36	134	99.0809	95.9075
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035430264.2	27.183	504	305	22	41	502	544	44	527	562	9.15e-36	132	92.6471	89.6797
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_050551513.1	25.192	520	300	19	32	477	544	43	547	589	1.77e-34	129	95.5882	88.2852
TRINITY_DN5147_c0_g1_i11.p1	Spodoptera|XP_035449631.1	27.542	472	262	22	38	446	544	51	505	567	1.09e-31	120	86.7647	83.2451
TRINITY_DN5147_c0_g1_i11.p1	Bmori|NP_001037027.1	24.950	497	300	22	39	477	544	55	536	570	9.90e-29	112	91.3603	87.193
TRINITY_DN2527_c0_g1_i1.p1	Spodoptera|XP_035442586.2	22.222	36	28	0	81	116	544	411	446	553	0.88	23.5	6.61765	6.50995
TRINITY_DN24523_c0_g1_i1.p1	Bmori|NP_001037027.1	30.000	40	28	0	43	82	289	281	320	570	0.018	28.1	13.8408	7.01754
TRINITY_DN4234_c0_g1_i10.p1	Spodoptera|XP_035429431.2	50.000	22	11	0	609	630	1237	317	338	553	0.077	28.5	1.7785	3.9783
TRINITY_DN4234_c0_g1_i10.p1	Spodoptera|XP_035430420.2	35.484	31	19	1	609	638	1237	316	346	554	0.24	26.6	2.50606	5.59567
TRINITY_DN4234_c0_g1_i10.p1	Spodoptera|XP_035430264.2	43.478	23	13	0	609	631	1237	313	335	562	0.30	26.6	1.85934	4.09253
TRINITY_DN4234_c0_g1_i10.p1	Spodoptera|XP_050553323.1	33.333	24	16	0	607	630	1237	315	338	565	0.41	25.8	1.94018	4.24779
TRINITY_DN4234_c0_g1_i10.p1	Spodoptera|XP_035430907.2	42.857	21	12	0	609	629	1237	312	332	562	0.91	25.0	1.69766	3.73665
TRINITY_DN389_c0_g1_i14.p1	Spodoptera|XP_050549265.1	31.579	57	30	3	454	503	697	334	388	532	0.92	23.9	8.17791	10.7143
TRINITY_DN31927_c2_g1_i1.p1	Bmori|NP_001037027.1	40.000	20	12	0	34	53	112	340	359	570	0.42	21.6	17.8571	3.50877
TRINITY_DN54144_c0_g1_i1.p1	Bmori|XP_004932947.1	30.233	43	23	2	6	42	191	145	186	533	0.24	23.5	22.5131	8.06754
TRINITY_DN132_c0_g1_i17.p1	Spodoptera|XP_050551513.1	28.889	45	29	2	51	95	309	180	221	589	0.82	22.7	14.5631	7.64007
TRINITY_DN9820_c0_g1_i3.p1	Bmori|XP_004924612.2	41.667	24	14	0	183	206	386	232	255	550	0.32	24.6	6.21762	4.36364
TRINITY_DN24110_c1_g1_i1.p1	Bmori|NP_001040174.1	34.286	35	23	0	63	97	140	407	441	540	0.21	23.1	25	6.48148
TRINITY_DN31939_c0_g2_i1.p1	Spodoptera|XP_035435877.2	41.935	31	16	2	87	116	273	193	222	585	0.79	22.7	11.3553	5.29915
TRINITY_DN31939_c0_g2_i1.p1	Bmori|XP_062526066.1	47.368	19	10	0	112	130	273	434	452	558	0.83	22.7	6.95971	3.40502
TRINITY_DN22396_c0_g2_i1.p1	Spodoptera|XP_035450368.2	19.835	121	85	3	49	169	312	318	426	538	0.41	23.9	38.7821	22.4907
TRINITY_DN5985_c0_g1_i2.p1	Spodoptera|XP_035444718.2	31.818	44	28	1	124	167	707	16	57	532	0.047	28.1	6.22348	8.27068
TRINITY_DN13132_c0_g2_i12.p1	Bmori|NP_001040174.1	29.167	48	29	1	802	849	875	445	487	540	0.72	24.6	5.48571	8.88889
TRINITY_DN28058_c0_g1_i1.p1	Bmori|NP_001040174.1	30.612	49	20	2	56	95	117	235	278	540	0.13	23.1	41.8803	9.07407
TRINITY_DN8467_c0_g1_i1.p1	Spodoptera|XP_050551626.1	20.408	49	38	1	18	65	142	215	263	1092	0.14	23.9	34.507	4.48718
TRINITY_DN8467_c0_g1_i1.p1	Spodoptera|XP_035442586.2	29.545	44	27	2	103	142	142	3	46	553	0.74	21.6	30.9859	7.9566
TRINITY_DN946_c0_g1_i9.p1	Spodoptera|XP_035456135.2	28.846	52	36	1	319	369	500	278	329	750	0.63	23.9	10.4	6.93333
TRINITY_DN946_c0_g1_i9.p1	Spodoptera|XP_035456134.2	28.846	52	36	1	319	369	500	372	423	844	0.67	23.9	10.4	6.16114
TRINITY_DN271_c0_g1_i3.p1	Bmori|XP_004924611.1	29.508	61	33	2	75	133	210	362	414	555	1.00	21.9	29.0476	10.991
TRINITY_DN271_c0_g2_i1.p1	Spodoptera|XP_050553323.1	27.059	85	51	3	103	176	257	278	362	565	0.10	25.4	33.0739	15.0442
TRINITY_DN271_c0_g2_i1.p1	Bmori|NP_001177297.1	21.088	147	90	6	22	155	257	295	428	526	0.98	22.3	57.1984	27.9468
TRINITY_DN3461_c0_g1_i2.p1	Bmori|NP_001116814.1	30.000	60	34	2	38	93	137	248	303	545	0.69	21.6	43.7956	11.0092
TRINITY_DN271_c0_g3_i1.p1	Bmori|NP_001177297.1	46.667	30	15	1	22	50	257	295	324	526	0.21	24.3	11.6732	5.70342
TRINITY_DN59009_c0_g1_i1.p1	Bmori|NP_001116501.1	38.095	21	13	0	228	248	324	295	315	545	0.65	23.1	6.48148	3.85321
TRINITY_DN16451_c0_g1_i2.p1	Spodoptera|XP_050551626.1	28.409	88	56	4	70	152	387	784	869	1092	0.29	24.6	22.739	8.05861
TRINITY_DN5705_c0_g1_i1.p1	Bmori|NP_001040174.1	30.769	52	36	0	215	266	284	376	427	540	0.79	22.7	18.3099	9.62963
TRINITY_DN27982_c0_g1_i1.p1	Spodoptera|XP_050551626.1	60.000	15	6	0	39	53	234	54	68	1092	0.53	23.1	6.41026	1.37363
TRINITY_DN27982_c0_g1_i1.p1	Bmori|XP_062527686.1	27.273	99	58	4	93	185	234	350	440	545	0.85	22.3	42.3077	18.1651
TRINITY_DN2111_c1_g1_i5.p1	Spodoptera|XP_050553603.1	31.818	44	30	0	179	222	420	470	513	554	0.15	25.8	10.4762	7.94224
TRINITY_DN2111_c1_g1_i5.p1	Bmori|XP_004933503.2	36.364	22	14	0	14	35	420	335	356	581	0.87	23.1	5.2381	3.78657
TRINITY_DN59171_c0_g1_i1.p1	Spodoptera|XP_050551626.1	23.469	98	46	3	405	493	622	337	414	1092	0.51	24.6	15.7556	8.97436
TRINITY_DN47683_c0_g1_i1.p1	Bmori|NP_001268820.1	34.146	41	24	1	12	49	104	262	302	531	0.79	20.8	39.4231	7.72128
TRINITY_DN9960_c0_g1_i5.p1	Spodoptera|XP_035450368.2	28.767	73	43	2	22	91	202	209	275	538	0.93	21.9	36.1386	13.5688
TRINITY_DN56690_c0_g1_i1.p1	Spodoptera|XP_035442586.2	30.645	62	33	3	169	220	232	336	397	553	0.44	23.1	26.7241	11.2116
TRINITY_DN11423_c0_g1_i1.p1	Spodoptera|XP_035449447.2	30.435	46	32	0	172	217	217	199	244	547	0.57	22.7	21.1982	8.40951
TRINITY_DN107_c0_g1_i11.p1	Spodoptera|XP_035449447.2	31.250	48	30	1	601	648	676	250	294	547	0.82	24.3	7.10059	8.77514
TRINITY_DN87_c0_g3_i1.p1	Spodoptera|XP_035450368.2	21.739	69	42	3	35	91	106	211	279	538	0.67	20.8	65.0943	12.8253
TRINITY_DN107_c0_g2_i15.p1	Spodoptera|XP_035449447.2	31.250	48	30	1	601	648	676	250	294	547	0.82	24.3	7.10059	8.77514
TRINITY_DN27818_c0_g1_i1.p1	Spodoptera|XP_035430907.2	50.000	24	10	2	106	128	139	55	77	562	0.41	22.3	17.2662	4.27046
TRINITY_DN27818_c0_g1_i1.p1	Spodoptera|XP_035430264.2	34.783	46	14	3	83	128	139	49	78	562	0.66	21.6	33.0935	8.18505
TRINITY_DN1752_c0_g1_i3.p1	Spodoptera|XP_035452555.2	26.154	65	42	1	201	265	300	297	355	627	0.13	25.4	21.6667	10.3668
TRINITY_DN1752_c0_g1_i3.p1	Spodoptera|XP_035452555.2	57.143	14	6	0	109	122	300	123	136	627	0.68	23.1	4.66667	2.23285
TRINITY_DN1752_c0_g1_i3.p1	Bmori|NP_001121786.1	32.258	31	21	0	238	268	300	329	359	650	0.37	23.9	10.3333	4.76923
TRINITY_DN2251_c1_g1_i4.p1	Bmori|NP_001104822.1	28.571	56	38	1	844	899	951	235	288	535	0.25	26.2	5.88854	10.4673
TRINITY_DN11562_c0_g1_i1.p1	Bmori|XP_004924613.1	28.169	71	40	3	235	305	644	138	197	567	0.99	23.9	11.0248	12.522
TRINITY_DN56410_c0_g1_i1.p1	Spodoptera|XP_050553323.1	33.333	27	18	0	57	83	99	434	460	565	0.85	20.4	27.2727	4.77876
TRINITY_DN56410_c0_g1_i1.p1	Spodoptera|XP_035430420.2	45.455	22	12	0	50	71	99	26	47	554	0.99	20.4	22.2222	3.97112
