Name_x	SRR14535554	SRR14535555	SRR14535556	SRR14535564	SRR14535565	SRR14535566	Mean_TPM	Max_TPM	seqid	start	end	strand	ID	Name_y	transcript_id	gene	product	gbkey	raw_attr	match_id	match_source	cyp_symbol_guess
NM_001114984.1	0.102511	0.0709	0.0	0.109113	0.0	0.0	0.0470873333333333	0.109113	NC_085123.1	15438576	15446526	+	rna-NM_001114984.1	NM_001114984.1	NM_001114984.1	Cyp9g3	cytochrome P450 9G3	mRNA	ID=rna-NM_001114984.1;Parent=gene-Cyp9g3;Dbxref=GeneID:100141326,GenBank:NM_001114984.1;Name=NM_001114984.1;Note=The RefSeq transcript has 1 substitution%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp9g3;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001114984.1;product=cytochrome P450 9G3;transcript_id=NM_001114984.1	NM_001114984.1	Name	CYP9G3
XM_038016272.2	0.075133	0.0	0.078757	0.032787	0.0	0.062406	0.0415138333333333	0.078757	NC_085122.1	12700223	12719025	-	rna-XM_038016272.2	XM_038016272.2	XM_038016272.2	LOC101738966	cytochrome P450 6B5	mRNA	ID=rna-XM_038016272.2;Parent=gene-LOC101738966;Dbxref=GeneID:101738966,GenBank:XM_038016272.2;Name=XM_038016272.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738966;model_evidence=Supporting evidence includes similarity to: 40 Proteins%2C 22 long SRA reads;product=cytochrome P450 6B5;transcript_id=XM_038016272.2	XM_038016272.2	Name	CYP6B5
XM_038018413.2	0.0	0.0	0.149861	0.0	0.0	0.08277	0.0387718333333333	0.149861	NC_085127.1	13657774	13679652	-	rna-XM_038018413.2	XM_038018413.2	XM_038018413.2	LOC101737728	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_038018413.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018413.2;Name=XM_038018413.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 83 Proteins%2C 393 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_038018413.2	XM_038018413.2	Name	CYP4C1
XM_038014631.2	0.0	0.0	0.0	0.0	0.226164	0.0	0.037694	0.226164	NC_085107.1	7432859	7455935	+	rna-XM_038014631.2	XM_038014631.2	XM_038014631.2	Cyp305b1	cytochrome P450 Cyp305B1, transcript variant X3	mRNA	ID=rna-XM_038014631.2;Parent=gene-Cyp305b1;Dbxref=GeneID:100127103,GenBank:XM_038014631.2;Name=XM_038014631.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp305b1;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 81 long SRA reads;product=cytochrome P450 Cyp305B1%2C transcript variant X3;transcript_id=XM_038014631.2	XM_038014631.2	Name	CYP305B1
XM_062676239.1	0.085574	0.120815	0.0	0.0	0.0	0.0	0.0343981666666666	0.120815	NC_085132.1	11350260	11374766	-	rna-XM_062676239.1	XM_062676239.1	XM_062676239.1	CYP340C1	cytochrome P450 4C1-like, transcript variant X3	mRNA	ID=rna-XM_062676239.1;Parent=gene-CYP340C1;Dbxref=GeneID:101742493,GenBank:XM_062676239.1;Name=XM_062676239.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CYP340C1;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C 95 long SRA reads;product=cytochrome P450 4C1-like%2C transcript variant X3;transcript_id=XM_062676239.1	XM_062676239.1	Name	CYP340C1
XM_062674782.1	0.077432	0.052552	0.0	0.067436	0.0	0.0	0.0329033333333333	0.077432	NC_085127.1	14705870	14724470	-	rna-XM_062674782.1	XM_062674782.1	XM_062674782.1	LOC101744746	cytochrome P450 6k1, transcript variant X1	mRNA	ID=rna-XM_062674782.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674782.1;Name=XM_062674782.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 181 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X1;transcript_id=XM_062674782.1	XM_062674782.1	Name	CYP6K1
XM_062673458.1	0.0	0.0	0.0	0.06653	0.0	0.11836	0.030815	0.11836	NC_085123.1	15018608	15040847	-	rna-XM_062673458.1	XM_062673458.1	XM_062673458.1	LOC101742830	cytochrome P450 9e2, transcript variant X1	mRNA	ID=rna-XM_062673458.1;Parent=gene-LOC101742830;Dbxref=GeneID:101742830,GenBank:XM_062673458.1;Name=XM_062673458.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742830;model_evidence=Supporting evidence includes similarity to: 58 Proteins%2C 10 long SRA reads;product=cytochrome P450 9e2%2C transcript variant X1;transcript_id=XM_062673458.1	XM_062673458.1	Name	CYP9E2
XM_038018716.2	0.026179	0.046731	0.039163	0.044509	0.01184	0.013124	0.0302576666666666	0.046731	NC_085128.1	12702096	12718085	-	rna-XM_038018716.2	XM_038018716.2	XM_038018716.2	LOC101745455	cytochrome P450 4C1	mRNA	ID=rna-XM_038018716.2;Parent=gene-LOC101745455;Dbxref=GeneID:101745455,GenBank:XM_038018716.2;Name=XM_038018716.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745455;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 22 Proteins%2C 28 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018716.2	XM_038018716.2	Name	CYP4C1
NM_001279385.1	0.0	0.013487	0.065602	0.060841	0.0	0.02914	0.0281783333333333	0.065602	NC_085121.1	16198234	16203157	-	rna-NM_001279385.1	NM_001279385.1	NM_001279385.1	CYP337A2	cytochrome P450 6B1-like	mRNA	ID=rna-NM_001279385.1;Parent=gene-CYP337A2;Dbxref=GeneID:101739293,GenBank:NM_001279385.1;Name=NM_001279385.1;Note=The RefSeq transcript aligns at 99%25 coverage compared to this genomic sequence;end_range=16203157,.;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CYP337A2;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001279385.1;partial=true;product=cytochrome P450 6B1-like;transcript_id=NM_001279385.1	NM_001279385.1	Name	CYP337A2
XM_062674770.1	0.0	0.019845	0.025917	0.123137	0.0	0.0	0.0281498333333333	0.123137	NC_085127.1	13323729	13344206	-	rna-XM_062674770.1	XM_062674770.1	XM_062674770.1	LOC101736314	cytochrome P450 6B1, transcript variant X4	mRNA	ID=rna-XM_062674770.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674770.1;Name=XM_062674770.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 560 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X4;transcript_id=XM_062674770.1	XM_062674770.1	Name	CYP6B1
XM_038017848.2	0.0	0.0	0.0	0.0	0.164875	0.0	0.0274791666666666	0.164875	NC_085109.1	1699703	1718987	+	rna-XM_038017848.2	XM_038017848.2	XM_038017848.2	Cyp366a1	cytochrome P450 CYP366A1, transcript variant X1	mRNA	ID=rna-XM_038017848.2;Parent=gene-Cyp366a1;Dbxref=GeneID:100141433,GenBank:XM_038017848.2;Name=XM_038017848.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp366a1;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 2 ESTs%2C 6 Proteins%2C 546 long SRA reads;product=cytochrome P450 CYP366A1%2C transcript variant X1;transcript_id=XM_038017848.2	XM_038017848.2	Name	CYP366A1
NM_001114869.1	0.0	0.0	0.0	0.0	0.158732	0.0	0.0264553333333333	0.158732	NC_085109.1	1699761	1718987	+	rna-NM_001114869.1	NM_001114869.1	NM_001114869.1	Cyp366a1	cytochrome P450 CYP366A1	mRNA	ID=rna-NM_001114869.1;Parent=gene-Cyp366a1;Dbxref=GeneID:100141433,GenBank:NM_001114869.1;Name=NM_001114869.1;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp366a1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001114869.1;product=cytochrome P450 CYP366A1;transcript_id=NM_001114869.1	NM_001114869.1	Name	CYP366A1
XR_009973580.1	0.0	0.052601	0.024653	0.027059	0.0	0.0	0.0173855	0.052601	NC_085114.1	10705719	10712791	+	rna-XR_009973580.1	XR_009973580.1	XR_009973580.1	Cyp315a1	cytochrome P450, transcript variant X3	misc_RNA	ID=rna-XR_009973580.1;Parent=gene-Cyp315a1;Dbxref=GeneID:100127120,GenBank:XR_009973580.1;Name=XR_009973580.1;gbkey=misc_RNA;gene=Cyp315a1;model_evidence=Supporting evidence includes similarity to: 1 long SRA read;product=cytochrome P450%2C transcript variant X3;transcript_id=XR_009973580.1	XR_009973580.1	Name	CYP315A1
XM_062676368.1	0.0	0.075086	0.0	0.023936	0.0	0.0	0.0165036666666666	0.075086	NC_085132.1	11332077	11350549	+	rna-XM_062676368.1	XM_062676368.1	XM_062676368.1	LOC101744935	cytochrome P450 4V2, transcript variant X2	mRNA	ID=rna-XM_062676368.1;Parent=gene-LOC101744935;Dbxref=GeneID:101744935,GenBank:XM_062676368.1;Name=XM_062676368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744935;model_evidence=Supporting evidence includes similarity to: 9 Proteins%2C 81 long SRA reads;product=cytochrome P450 4V2%2C transcript variant X2;transcript_id=XM_062676368.1	XM_062676368.1	Name	CYP4V2
NM_001112749.1	0.0	0.0	0.032305	0.0	0.0	0.064584	0.0161481666666666	0.064584	NC_085107.1	7432972	7455376	+	rna-NM_001112749.1	NM_001112749.1	NM_001112749.1	Cyp305b1	cytochrome P450 Cyp305B1	mRNA	ID=rna-NM_001112749.1;Parent=gene-Cyp305b1;Dbxref=GeneID:100127103,GenBank:NM_001112749.1;Name=NM_001112749.1;Note=The RefSeq transcript has 2 non-frameshifting indels compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp305b1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112749.1;product=cytochrome P450 Cyp305B1;transcript_id=NM_001112749.1	NM_001112749.1	Name	CYP305B1
XM_062670832.1	0.083307	0.012803	0.0	0.0	0.0	0.0	0.0160183333333333	0.083307	NC_085107.1	7412484	7455935	+	rna-XM_062670832.1	XM_062670832.1	XM_062670832.1	Cyp305b1	cytochrome P450 Cyp305B1, transcript variant X1	mRNA	ID=rna-XM_062670832.1;Parent=gene-Cyp305b1;Dbxref=GeneID:100127103,GenBank:XM_062670832.1;Name=XM_062670832.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp305b1;model_evidence=Supporting evidence includes similarity to: 37 Proteins%2C 166 long SRA reads;product=cytochrome P450 Cyp305B1%2C transcript variant X1;transcript_id=XM_062670832.1	XM_062670832.1	Name	CYP305B1
XM_038018411.2	0.048638	0.0	0.0	0.0	0.0	0.037863	0.0144168333333333	0.048638	NC_085127.1	13657774	13690963	-	rna-XM_038018411.2	XM_038018411.2	XM_038018411.2	LOC101737728	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_038018411.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018411.2;Name=XM_038018411.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 83 Proteins%2C 600 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_038018411.2	XM_038018411.2	Name	CYP4C1
NM_001114871.1	0.03119	0.0	0.0	0.053158	0.0	0.0	0.014058	0.053158	NC_085119.1	4450209	4463253	+	rna-NM_001114871.1	NM_001114871.1	NM_001114871.1	Cyp4l6	cytochrome P450 CYP4L6	mRNA	ID=rna-NM_001114871.1;Parent=gene-Cyp4l6;Dbxref=GeneID:100141436,GenBank:NM_001114871.1;Name=NM_001114871.1;gbkey=mRNA;gene=Cyp4l6;product=cytochrome P450 CYP4L6;transcript_id=NM_001114871.1	NM_001114871.1	Name	CYP4L6
XM_021348324.3	0.0	0.0	0.0	0.075663	0.0	0.0	0.0126104999999999	0.075663	NC_085123.1	15018608	15040847	-	rna-XM_021348324.3	XM_021348324.3	XM_021348324.3	LOC101742830	cytochrome P450 9e2, transcript variant X2	mRNA	ID=rna-XM_021348324.3;Parent=gene-LOC101742830;Dbxref=GeneID:101742830,GenBank:XM_021348324.3;Name=XM_021348324.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742830;model_evidence=Supporting evidence includes similarity to: 58 Proteins%2C 3 long SRA reads;product=cytochrome P450 9e2%2C transcript variant X2;transcript_id=XM_021348324.3	XM_021348324.3	Name	CYP9E2
XM_038017659.2	0.0	0.0	0.0	0.016569	0.017618	0.019499	0.0089476666666666	0.019499	NC_085125.1	9504837	9509717	+	rna-XM_038017659.2	XM_038017659.2	XM_038017659.2	LOC105842283	probable cytochrome P450 49a1	mRNA	ID=rna-XM_038017659.2;Parent=gene-LOC105842283;Dbxref=GeneID:105842283,GenBank:XM_038017659.2;Name=XM_038017659.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC105842283;model_evidence=Supporting evidence includes similarity to: 36 Proteins%2C 8 long SRA reads;product=probable cytochrome P450 49a1;transcript_id=XM_038017659.2	XM_038017659.2	Name	CYP49A1
XM_038018773.2	0.0	0.0	0.015132	0.0	0.018226	0.020169	0.0089211666666666	0.020169	NC_085128.1	17385443	17399516	+	rna-XM_038018773.2	XM_038018773.2	XM_038018773.2	LOC101746891	cytochrome P450 4C1	mRNA	ID=rna-XM_038018773.2;Parent=gene-LOC101746891;Dbxref=GeneID:101746891,GenBank:XM_038018773.2;Name=XM_038018773.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101746891;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C 70 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018773.2	XM_038018773.2	Name	CYP4C1
XM_062674775.1	0.0	0.0	0.05324	0.0	0.0	0.0	0.0088733333333333	0.05324	NC_085127.1	13671827	13687898	+	rna-XM_062674775.1	XM_062674775.1	XM_062674775.1	LOC101737305	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_062674775.1;Parent=gene-LOC101737305;Dbxref=GeneID:101737305,GenBank:XM_062674775.1;Name=XM_062674775.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737305;model_evidence=Supporting evidence includes similarity to: 43 Proteins%2C 189 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_062674775.1	XM_062674775.1	Name	CYP4C1
XM_012695234.4	0.0	0.0	0.015789	0.035782	0.0	0.0	0.0085951666666666	0.035782	NC_085109.1	8090014	8105667	-	rna-XM_012695234.4	XM_012695234.4	XM_012695234.4	LOC101737374	cytochrome P450 4c3, transcript variant X2	mRNA	ID=rna-XM_012695234.4;Parent=gene-LOC101737374;Dbxref=GeneID:101737374,GenBank:XM_012695234.4;Name=XM_012695234.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737374;model_evidence=Supporting evidence includes similarity to: 19 Proteins%2C 1692 long SRA reads;product=cytochrome P450 4c3%2C transcript variant X2;transcript_id=XM_012695234.4	XM_012695234.4	Name	CYP4C3
XM_062676339.1	0.0	0.0	0.023422	0.026622	0.0	0.0	0.0083406666666666	0.026622	NC_085132.1	7030710	7048307	-	rna-XM_062676339.1	XM_062676339.1	XM_062676339.1	LOC101738326	cytochrome P450 4c21, transcript variant X2	mRNA	ID=rna-XM_062676339.1;Parent=gene-LOC101738326;Dbxref=GeneID:101738326,GenBank:XM_062676339.1;Name=XM_062676339.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738326;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C 5 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X2;transcript_id=XM_062676339.1	XM_062676339.1	Name	CYP4C21
XM_021348619.3	0.0	0.0	0.044141	0.0	0.0	0.0	0.0073568333333333	0.044141	NC_085132.1	6964162	6982504	-	rna-XM_021348619.3	XM_021348619.3	XM_021348619.3	LOC101738194	cytochrome P450 4c21, transcript variant X2	mRNA	ID=rna-XM_021348619.3;Parent=gene-LOC101738194;Dbxref=GeneID:101738194,GenBank:XM_021348619.3;Name=XM_021348619.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738194;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C 9 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X2;transcript_id=XM_021348619.3	XM_021348619.3	Name	CYP4C21
XM_062674767.1	0.043766	0.0	0.0	0.0	0.0	0.0	0.0072943333333333	0.043766	NC_085127.1	13323729	13344589	-	rna-XM_062674767.1	XM_062674767.1	XM_062674767.1	LOC101736314	cytochrome P450 6B1, transcript variant X1	mRNA	ID=rna-XM_062674767.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674767.1;Name=XM_062674767.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 899 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X1;transcript_id=XM_062674767.1	XM_062674767.1	Name	CYP6B1
NM_001112748.1	0.0	0.0	0.0	0.0	0.0	0.04193	0.0069883333333333	0.04193	NC_085113.1	6974518	7021513	+	rna-NM_001112748.1	NM_001112748.1	NM_001112748.1	Cyp314a1	ecdysone 20-hydroxylase	mRNA	ID=rna-NM_001112748.1;Parent=gene-Cyp314a1;Dbxref=GeneID:100127102,GenBank:NM_001112748.1;Name=NM_001112748.1;Note=The RefSeq transcript has 13 substitutions%2C 1 non-frameshifting indel compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp314a1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001112748.1;product=ecdysone 20-hydroxylase;transcript_id=NM_001112748.1	NM_001112748.1	Name	CYP314A1
XM_038019098.2	0.0	0.0	0.0	0.018562	0.0	0.021827	0.0067314999999999	0.021827	NC_085128.1	12591684	12598207	-	rna-XM_038019098.2	XM_038019098.2	XM_038019098.2	LOC101742018	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_038019098.2;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_038019098.2;Name=XM_038019098.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 469 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_038019098.2	XM_038019098.2	Name	CYP4C1
XM_062673174.1	0.0	0.0	0.0	0.0	0.039793	0.0	0.0066321666666666	0.039793	NC_085122.1	12696965	12698664	-	rna-XM_062673174.1	XM_062673174.1	XM_062673174.1	LOC101739111	cytochrome P450 3A19	mRNA	ID=rna-XM_062673174.1;Parent=gene-LOC101739111;Dbxref=GeneID:101739111,GenBank:XM_062673174.1;Name=XM_062673174.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC101739111;model_evidence=Supporting evidence includes similarity to: 71 Proteins;product=cytochrome P450 3A19;transcript_id=XM_062673174.1	XM_062673174.1	Name	CYP3A19
NM_001282222.1	0.0	0.0	0.019989	0.0	0.0	0.0	0.0033315	0.019989	NC_085118.1	3827920	3833360	-	rna-NM_001282222.1	NM_001282222.1	NM_001282222.1	CYP338A1	cytochrome P450 6B2-like	mRNA	ID=rna-NM_001282222.1;Parent=gene-CYP338A1;Dbxref=GeneID:101736895,GenBank:NM_001282222.1;Name=NM_001282222.1;gbkey=mRNA;gene=CYP338A1;product=cytochrome P450 6B2-like;transcript_id=NM_001282222.1	NM_001282222.1	Name	CYP338A1
XM_062671892.1	0.0	0.0	0.0	0.0	0.018808	0.0	0.0031346666666666	0.018808	NC_085119.1	11926555	11936802	+	rna-XM_062671892.1	XM_062671892.1	XM_062671892.1	LOC119628325	cytochrome P450 4g15, transcript variant X1	mRNA	ID=rna-XM_062671892.1;Parent=gene-LOC119628325;Dbxref=GeneID:119628325,GenBank:XM_062671892.1;Name=XM_062671892.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC119628325;model_evidence=Supporting evidence includes similarity to: 240 Proteins%2C 1731 long SRA reads;product=cytochrome P450 4g15%2C transcript variant X1;transcript_id=XM_062671892.1	XM_062671892.1	Name	CYP4G15
XM_004926467.5	0.0	0.0	0.0	0.018646	0.0	0.0	0.0031076666666666	0.018646	NC_085128.1	12608037	12620237	-	rna-XM_004926467.5	XM_004926467.5	XM_004926467.5	LOC101740190	cytochrome P450 4V2	mRNA	ID=rna-XM_004926467.5;Parent=gene-LOC101740190;Dbxref=GeneID:101740190,GenBank:XM_004926467.5;Name=XM_004926467.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101740190;model_evidence=Supporting evidence includes similarity to: 51 Proteins%2C 133 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_004926467.5	XM_004926467.5	Name	CYP4V2
XM_038014802.2	0.0	0.0	0.0	0.017303	0.0	0.0	0.0028838333333333	0.017303	NC_085119.1	11926511	11935340	+	rna-XM_038014802.2	XM_038014802.2	XM_038014802.2	LOC119628325	cytochrome P450 4g15, transcript variant X2	mRNA	ID=rna-XM_038014802.2;Parent=gene-LOC119628325;Dbxref=GeneID:119628325,GenBank:XM_038014802.2;Name=XM_038014802.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC119628325;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 240 Proteins%2C 5912 long SRA reads;product=cytochrome P450 4g15%2C transcript variant X2;transcript_id=XM_038014802.2	XM_038014802.2	Name	CYP4G15
XM_038018717.2	0.014727	0.0	0.0	0.0	0.0	0.0	0.0024545	0.014727	NC_085128.1	12667886	12683826	-	rna-XM_038018717.2	XM_038018717.2	XM_038018717.2	LOC101741719	cytochrome P450 4C1	mRNA	ID=rna-XM_038018717.2;Parent=gene-LOC101741719;Dbxref=GeneID:101741719,GenBank:XM_038018717.2;Name=XM_038018717.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101741719;model_evidence=Supporting evidence includes similarity to: 37 Proteins%2C 8 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018717.2	XM_038018717.2	Name	CYP4C1
XR_009973578.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085114.1	10705719	10712805	+	rna-XR_009973578.1	XR_009973578.1	XR_009973578.1	Cyp315a1	cytochrome P450, transcript variant X1	misc_RNA	ID=rna-XR_009973578.1;Parent=gene-Cyp315a1;Dbxref=GeneID:100127120,GenBank:XR_009973578.1;Name=XR_009973578.1;gbkey=misc_RNA;gene=Cyp315a1;model_evidence=Supporting evidence includes similarity to: 1 long SRA read;product=cytochrome P450%2C transcript variant X1;transcript_id=XR_009973578.1	XR_009973578.1	Name	CYP315A1
XM_038014312.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085107.1	7432859	7455935	+	rna-XM_038014312.2	XM_038014312.2	XM_038014312.2	Cyp305b1	cytochrome P450 Cyp305B1, transcript variant X2	mRNA	ID=rna-XM_038014312.2;Parent=gene-Cyp305b1;Dbxref=GeneID:100127103,GenBank:XM_038014312.2;Name=XM_038014312.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=Cyp305b1;model_evidence=Supporting evidence includes similarity to: 37 Proteins%2C 165 long SRA reads;product=cytochrome P450 Cyp305B1%2C transcript variant X2;transcript_id=XM_038014312.2	XM_038014312.2	Name	CYP305B1
XM_038014732.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085119.1	11902976	11917916	+	rna-XM_038014732.2	XM_038014732.2	XM_038014732.2	LOC101745427	cytochrome P450 4g15-like, transcript variant X1	mRNA	ID=rna-XM_038014732.2;Parent=gene-LOC101745427;Dbxref=GeneID:101745427,GenBank:XM_038014732.2;Name=XM_038014732.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745427;model_evidence=Supporting evidence includes similarity to: 259 Proteins%2C 1973 long SRA reads;product=cytochrome P450 4g15-like%2C transcript variant X1;transcript_id=XM_038014732.2	XM_038014732.2	Name	CYP4G15-LIKE
XM_038018516.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	14705870	14724470	-	rna-XM_038018516.2	XM_038018516.2	XM_038018516.2	LOC101744746	cytochrome P450 6k1, transcript variant X3	mRNA	ID=rna-XM_038018516.2;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_038018516.2;Name=XM_038018516.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 180 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X3;transcript_id=XM_038018516.2	XM_038018516.2	Name	CYP6K1
XM_038018573.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085127.1	13323729	13344175	-	rna-XM_038018573.2	XM_038018573.2	XM_038018573.2	LOC101736314	cytochrome P450 6B1, transcript variant X6	mRNA	ID=rna-XM_038018573.2;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_038018573.2;Name=XM_038018573.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 554 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X6;transcript_id=XM_038018573.2	XM_038018573.2	Name	CYP6B1
XM_038014717.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NC_085119.1	11942473	11951685	+	rna-XM_038014717.2	XM_038014717.2	XM_038014717.2	LOC100127115	cytochrome P450, transcript variant X1	mRNA	ID=rna-XM_038014717.2;Parent=gene-LOC100127115;Dbxref=GeneID:100127115,GenBank:XM_038014717.2;Name=XM_038014717.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC100127115;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 1 EST%2C 223 Proteins%2C 8021 long SRA reads;product=cytochrome P450%2C transcript variant X1;transcript_id=XM_038014717.2	XM_038014717.2	Name	
