seqid	start	end	strand	ID	Name	transcript_id	gene	product	gbkey	raw_attr
NC_085127.1	13323729	13344589	-	rna-XM_062674767.1	XM_062674767.1	XM_062674767.1	LOC101736314	cytochrome P450 6B1, transcript variant X1	mRNA	ID=rna-XM_062674767.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674767.1;Name=XM_062674767.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 899 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X1;transcript_id=XM_062674767.1
NC_085127.1	13323729	13344209	-	rna-XM_062674771.1	XM_062674771.1	XM_062674771.1	LOC101736314	cytochrome P450 6B1, transcript variant X5	mRNA	ID=rna-XM_062674771.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674771.1;Name=XM_062674771.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 564 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X5;transcript_id=XM_062674771.1
NC_085127.1	13323729	13344206	-	rna-XM_062674770.1	XM_062674770.1	XM_062674770.1	LOC101736314	cytochrome P450 6B1, transcript variant X4	mRNA	ID=rna-XM_062674770.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674770.1;Name=XM_062674770.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 560 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X4;transcript_id=XM_062674770.1
NC_085127.1	13323729	13344190	-	rna-XM_062674769.1	XM_062674769.1	XM_062674769.1	LOC101736314	cytochrome P450 6B1, transcript variant X3	mRNA	ID=rna-XM_062674769.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674769.1;Name=XM_062674769.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 575 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X3;transcript_id=XM_062674769.1
NC_085127.1	13323729	13344175	-	rna-XM_038018573.2	XM_038018573.2	XM_038018573.2	LOC101736314	cytochrome P450 6B1, transcript variant X6	mRNA	ID=rna-XM_038018573.2;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_038018573.2;Name=XM_038018573.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 554 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X6;transcript_id=XM_038018573.2
NC_085127.1	13323729	13344175	-	rna-XM_062674768.1	XM_062674768.1	XM_062674768.1	LOC101736314	cytochrome P450 6B1, transcript variant X2	mRNA	ID=rna-XM_062674768.1;Parent=gene-LOC101736314;Dbxref=GeneID:101736314,GenBank:XM_062674768.1;Name=XM_062674768.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101736314;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 597 long SRA reads;product=cytochrome P450 6B1%2C transcript variant X2;transcript_id=XM_062674768.1
NC_085127.1	13657774	13690963	-	rna-XM_062674774.1	XM_062674774.1	XM_062674774.1	LOC101737728	cytochrome P450 4C1, transcript variant X6	mRNA	ID=rna-XM_062674774.1;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_062674774.1;Name=XM_062674774.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 46 Proteins%2C 372 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X6;transcript_id=XM_062674774.1
NC_085127.1	13657774	13690963	-	rna-XM_038018411.2	XM_038018411.2	XM_038018411.2	LOC101737728	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_038018411.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018411.2;Name=XM_038018411.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 2 mRNAs%2C 83 Proteins%2C 600 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_038018411.2
NC_085127.1	13657774	13679652	-	rna-XM_038018413.2	XM_038018413.2	XM_038018413.2	LOC101737728	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_038018413.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018413.2;Name=XM_038018413.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 83 Proteins%2C 393 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_038018413.2
NC_085127.1	13657774	13678900	-	rna-XM_038018414.2	XM_038018414.2	XM_038018414.2	LOC101737728	cytochrome P450 4C1, transcript variant X5	mRNA	ID=rna-XM_038018414.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018414.2;Name=XM_038018414.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 46 Proteins%2C 357 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X5;transcript_id=XM_038018414.2
NC_085127.1	13657774	13678900	-	rna-XM_038018410.2	XM_038018410.2	XM_038018410.2	LOC101737728	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_038018410.2;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_038018410.2;Name=XM_038018410.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 83 Proteins%2C 594 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_038018410.2
NC_085127.1	13657774	13673967	-	rna-XM_062674773.1	XM_062674773.1	XM_062674773.1	LOC101737728	cytochrome P450 4C1, transcript variant X4	mRNA	ID=rna-XM_062674773.1;Parent=gene-LOC101737728;Dbxref=GeneID:101737728,GenBank:XM_062674773.1;Name=XM_062674773.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737728;model_evidence=Supporting evidence includes similarity to: 83 Proteins%2C 393 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X4;transcript_id=XM_062674773.1
NC_085127.1	13671493	13687898	+	rna-XM_004927546.5	XM_004927546.5	XM_004927546.5	LOC101737305	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_004927546.5;Parent=gene-LOC101737305;Dbxref=GeneID:101737305,GenBank:XM_004927546.5;Name=XM_004927546.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737305;model_evidence=Supporting evidence includes similarity to: 75 Proteins%2C 243 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_004927546.5
NC_085127.1	13671827	13687898	+	rna-XM_062674775.1	XM_062674775.1	XM_062674775.1	LOC101737305	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_062674775.1;Parent=gene-LOC101737305;Dbxref=GeneID:101737305,GenBank:XM_062674775.1;Name=XM_062674775.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101737305;model_evidence=Supporting evidence includes similarity to: 43 Proteins%2C 189 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_062674775.1
NC_085127.1	13691782	13704946	-	rna-XM_038018324.2	XM_038018324.2	XM_038018324.2	LOC101743022	cytochrome P450 4C1-like, transcript variant X1	mRNA	ID=rna-XM_038018324.2;Parent=gene-LOC101743022;Dbxref=GeneID:101743022,GenBank:XM_038018324.2;Name=XM_038018324.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101743022;model_evidence=Supporting evidence includes similarity to: 32 Proteins%2C 67 long SRA reads;product=cytochrome P450 4C1-like%2C transcript variant X1;transcript_id=XM_038018324.2
NC_085127.1	13691783	13704851	-	rna-NM_001309599.1	NM_001309599.1	NM_001309599.1	LOC101743022	cytochrome P450 4C1-like	mRNA	ID=rna-NM_001309599.1;Parent=gene-LOC101743022;Dbxref=GeneID:101743022,GenBank:NM_001309599.1;Name=NM_001309599.1;gbkey=mRNA;gene=LOC101743022;product=cytochrome P450 4C1-like;transcript_id=NM_001309599.1
NC_085127.1	13703767	13720670	+	rna-XM_012689466.4	XM_012689466.4	XM_012689466.4	LOC101738473	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_012689466.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689466.4;Name=XM_012689466.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 47 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_012689466.4
NC_085127.1	13703768	13720670	+	rna-XM_012689469.4	XM_012689469.4	XM_012689469.4	LOC101738473	cytochrome P450 4C1, transcript variant X4	mRNA	ID=rna-XM_012689469.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689469.4;Name=XM_012689469.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 41 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X4;transcript_id=XM_012689469.4
NC_085127.1	13706102	13720670	+	rna-XM_012689467.4	XM_012689467.4	XM_012689467.4	LOC101738473	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_012689467.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689467.4;Name=XM_012689467.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 55 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_012689467.4
NC_085127.1	13706103	13720670	+	rna-XM_012689470.4	XM_012689470.4	XM_012689470.4	LOC101738473	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_012689470.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689470.4;Name=XM_012689470.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 51 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_012689470.4
NC_085127.1	13706117	13720670	+	rna-XM_021347245.3	XM_021347245.3	XM_021347245.3	LOC101738473	cytochrome P450 4C1, transcript variant X5	mRNA	ID=rna-XM_021347245.3;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_021347245.3;Name=XM_021347245.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 42 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X5;transcript_id=XM_021347245.3
NC_085127.1	13707308	13720670	+	rna-XM_012689472.4	XM_012689472.4	XM_012689472.4	LOC101738473	cytochrome P450 4C1, transcript variant X6	mRNA	ID=rna-XM_012689472.4;Parent=gene-LOC101738473;Dbxref=GeneID:101738473,GenBank:XM_012689472.4;Name=XM_012689472.4;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738473;model_evidence=Supporting evidence includes similarity to: 89 Proteins%2C 40 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X6;transcript_id=XM_012689472.4
NC_085127.1	14705870	14724470	-	rna-XM_038018516.2	XM_038018516.2	XM_038018516.2	LOC101744746	cytochrome P450 6k1, transcript variant X3	mRNA	ID=rna-XM_038018516.2;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_038018516.2;Name=XM_038018516.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 180 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X3;transcript_id=XM_038018516.2
NC_085127.1	14705870	14724470	-	rna-XM_062674783.1	XM_062674783.1	XM_062674783.1	LOC101744746	cytochrome P450 6k1, transcript variant X2	mRNA	ID=rna-XM_062674783.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674783.1;Name=XM_062674783.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 192 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X2;transcript_id=XM_062674783.1
NC_085127.1	14705870	14724470	-	rna-XM_062674782.1	XM_062674782.1	XM_062674782.1	LOC101744746	cytochrome P450 6k1, transcript variant X1	mRNA	ID=rna-XM_062674782.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674782.1;Name=XM_062674782.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 181 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X1;transcript_id=XM_062674782.1
NC_085127.1	14705870	14724469	-	rna-XM_062674784.1	XM_062674784.1	XM_062674784.1	LOC101744746	cytochrome P450 6k1, transcript variant X4	mRNA	ID=rna-XM_062674784.1;Parent=gene-LOC101744746;Dbxref=GeneID:101744746,GenBank:XM_062674784.1;Name=XM_062674784.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744746;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 168 long SRA reads;product=cytochrome P450 6k1%2C transcript variant X4;transcript_id=XM_062674784.1
NC_085128.1	9453773	9462922	-	rna-NM_001043488.1	NM_001043488.1	NM_001043488.1	Cyp302a1	cytochrome P450 302A1	mRNA	ID=rna-NM_001043488.1;Parent=gene-Cyp302a1;Dbxref=GeneID:692499,GenBank:NM_001043488.1;Name=NM_001043488.1;Note=The RefSeq transcript has 3 substitutions%2C 1 non-frameshifting indel and aligns at 99%25 coverage compared to this genomic sequence;end_range=9462922,.;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp302a1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001043488.1;partial=true;product=cytochrome P450 302A1;transcript_id=NM_001043488.1
NC_085128.1	12591684	12598842	-	rna-XM_062675013.1	XM_062675013.1	XM_062675013.1	LOC101742018	cytochrome P450 4C1, transcript variant X2	mRNA	ID=rna-XM_062675013.1;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_062675013.1;Name=XM_062675013.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 33 Proteins%2C 283 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X2;transcript_id=XM_062675013.1
NC_085128.1	12591684	12598842	-	rna-XM_062675014.1	XM_062675014.1	XM_062675014.1	LOC101742018	cytochrome P450 4C1, transcript variant X3	mRNA	ID=rna-XM_062675014.1;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_062675014.1;Name=XM_062675014.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 33 Proteins%2C 276 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X3;transcript_id=XM_062675014.1
NC_085128.1	12591684	12598207	-	rna-XM_038019098.2	XM_038019098.2	XM_038019098.2	LOC101742018	cytochrome P450 4C1, transcript variant X1	mRNA	ID=rna-XM_038019098.2;Parent=gene-LOC101742018;Dbxref=GeneID:101742018,GenBank:XM_038019098.2;Name=XM_038019098.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742018;model_evidence=Supporting evidence includes similarity to: 44 Proteins%2C 469 long SRA reads;product=cytochrome P450 4C1%2C transcript variant X1;transcript_id=XM_038019098.2
NC_085128.1	12608037	12620237	-	rna-XM_004926467.5	XM_004926467.5	XM_004926467.5	LOC101740190	cytochrome P450 4V2	mRNA	ID=rna-XM_004926467.5;Parent=gene-LOC101740190;Dbxref=GeneID:101740190,GenBank:XM_004926467.5;Name=XM_004926467.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101740190;model_evidence=Supporting evidence includes similarity to: 51 Proteins%2C 133 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_004926467.5
NC_085128.1	12634047	12645404	-	rna-XM_004926478.5	XM_004926478.5	XM_004926478.5	LOC101741867	cytochrome P450 4V2	mRNA	ID=rna-XM_004926478.5;Parent=gene-LOC101741867;Dbxref=GeneID:101741867,GenBank:XM_004926478.5;Name=XM_004926478.5;gbkey=mRNA;gene=LOC101741867;model_evidence=Supporting evidence includes similarity to: 36 Proteins%2C 24 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_004926478.5
NC_085128.1	12649442	12657369	-	rna-XM_062675098.1	XM_062675098.1	XM_062675098.1	LOC110385252	cytochrome P450 4C1	mRNA	ID=rna-XM_062675098.1;Parent=gene-LOC110385252;Dbxref=GeneID:110385252,GenBank:XM_062675098.1;Name=XM_062675098.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC110385252;model_evidence=Supporting evidence includes similarity to: 24 Proteins%2C 8 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_062675098.1
NC_085128.1	12667886	12683826	-	rna-XM_038018717.2	XM_038018717.2	XM_038018717.2	LOC101741719	cytochrome P450 4C1	mRNA	ID=rna-XM_038018717.2;Parent=gene-LOC101741719;Dbxref=GeneID:101741719,GenBank:XM_038018717.2;Name=XM_038018717.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101741719;model_evidence=Supporting evidence includes similarity to: 37 Proteins%2C 8 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018717.2
NC_085128.1	12702096	12718085	-	rna-XM_038018716.2	XM_038018716.2	XM_038018716.2	LOC101745455	cytochrome P450 4C1	mRNA	ID=rna-XM_038018716.2;Parent=gene-LOC101745455;Dbxref=GeneID:101745455,GenBank:XM_038018716.2;Name=XM_038018716.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745455;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 22 Proteins%2C 28 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018716.2
NC_085128.1	13767523	13776781	+	rna-NM_001279508.1	NM_001279508.1	NM_001279508.1	CYP341B1	cytochrome P450 4C1-like	mRNA	ID=rna-NM_001279508.1;Parent=gene-CYP341B1;Dbxref=GeneID:101743078,GenBank:NM_001279508.1;Name=NM_001279508.1;Note=The RefSeq transcript aligns at 99%25 coverage compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=CYP341B1;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001279508.1;partial=true;product=cytochrome P450 4C1-like;start_range=.,13767523;transcript_id=NM_001279508.1
NC_085128.1	16422391	16424733	+	rna-NM_001279498.1	NM_001279498.1	NM_001279498.1	CYP6AN2	cytochrome P450 6B7-like	mRNA	ID=rna-NM_001279498.1;Parent=gene-CYP6AN2;Dbxref=GeneID:101743305,GenBank:NM_001279498.1;Name=NM_001279498.1;gbkey=mRNA;gene=CYP6AN2;product=cytochrome P450 6B7-like;transcript_id=NM_001279498.1
NC_085128.1	17385443	17399516	+	rna-XM_038018773.2	XM_038018773.2	XM_038018773.2	LOC101746891	cytochrome P450 4C1	mRNA	ID=rna-XM_038018773.2;Parent=gene-LOC101746891;Dbxref=GeneID:101746891,GenBank:XM_038018773.2;Name=XM_038018773.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101746891;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C 70 long SRA reads;product=cytochrome P450 4C1;transcript_id=XM_038018773.2
NC_085129.1	9558515	9561067	+	rna-NM_001110535.1	NM_001110535.1	NM_001110535.1	Cyp6ae22	cytochrome P450 monooxygenase CYP6AE22	mRNA	ID=rna-NM_001110535.1;Parent=gene-Cyp6ae22;Dbxref=GeneID:100126549,GenBank:NM_001110535.1;Name=NM_001110535.1;Note=The RefSeq transcript has 8 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=Cyp6ae22;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001110535.1;product=cytochrome P450 monooxygenase CYP6AE22;transcript_id=NM_001110535.1
NC_085132.1	6511980	6519467	+	rna-XM_038020720.2	XM_038020720.2	XM_038020720.2	LOC101744852	cytochrome P450 4V2	mRNA	ID=rna-XM_038020720.2;Parent=gene-LOC101744852;Dbxref=GeneID:101744852,GenBank:XM_038020720.2;Name=XM_038020720.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744852;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C 8 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_038020720.2
NC_085132.1	6901694	6911145	-	rna-XM_038020564.2	XM_038020564.2	XM_038020564.2	LOC101741697	cytochrome P450 4c21	mRNA	ID=rna-XM_038020564.2;Parent=gene-LOC101741697;Dbxref=GeneID:101741697,GenBank:XM_038020564.2;Name=XM_038020564.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101741697;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C 184 long SRA reads;product=cytochrome P450 4c21;transcript_id=XM_038020564.2
NC_085132.1	6926706	6937079	-	rna-XM_038020566.2	XM_038020566.2	XM_038020566.2	LOC101745062	cytochrome P450 4c21	mRNA	ID=rna-XM_038020566.2;Parent=gene-LOC101745062;Dbxref=GeneID:101745062,GenBank:XM_038020566.2;Name=XM_038020566.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101745062;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 11 Proteins%2C 50 long SRA reads;product=cytochrome P450 4c21;transcript_id=XM_038020566.2
NC_085132.1	6964162	6982504	-	rna-XM_021348619.3	XM_021348619.3	XM_021348619.3	LOC101738194	cytochrome P450 4c21, transcript variant X2	mRNA	ID=rna-XM_021348619.3;Parent=gene-LOC101738194;Dbxref=GeneID:101738194,GenBank:XM_021348619.3;Name=XM_021348619.3;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738194;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C 9 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X2;transcript_id=XM_021348619.3
NC_085132.1	6972391	6982502	-	rna-XM_004922021.5	XM_004922021.5	XM_004922021.5	LOC101738194	cytochrome P450 4c21, transcript variant X1	mRNA	ID=rna-XM_004922021.5;Parent=gene-LOC101738194;Dbxref=GeneID:101738194,GenBank:XM_004922021.5;Name=XM_004922021.5;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738194;model_evidence=Supporting evidence includes similarity to: 3 mRNAs%2C 2 ESTs%2C 6 Proteins%2C 44 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X1;transcript_id=XM_004922021.5
NC_085132.1	6986807	7002204	-	rna-XM_062676343.1	XM_062676343.1	XM_062676343.1	LOC134201484	cytochrome P450 4c21-like	mRNA	ID=rna-XM_062676343.1;Parent=gene-LOC134201484;Dbxref=GeneID:134201484,GenBank:XM_062676343.1;Name=XM_062676343.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC134201484;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C 3 long SRA reads;product=cytochrome P450 4c21-like;transcript_id=XM_062676343.1
NC_085132.1	7027912	7061429	+	rna-XM_062676237.1	XM_062676237.1	XM_062676237.1	CYP340A3	cytochrome P450 4c21-like, transcript variant X1	mRNA	ID=rna-XM_062676237.1;Parent=gene-CYP340A3;Dbxref=GeneID:101738465,GenBank:XM_062676237.1;Name=XM_062676237.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=CYP340A3;model_evidence=Supporting evidence includes similarity to: 3 mRNAs%2C 1 EST%2C 14 Proteins%2C 660 long SRA reads;product=cytochrome P450 4c21-like%2C transcript variant X1;transcript_id=XM_062676237.1
NC_085132.1	7049147	7061429	+	rna-NM_001287834.1	NM_001287834.1	NM_001287834.1	CYP340A3	cytochrome P450 4c21-like	mRNA	ID=rna-NM_001287834.1;Parent=gene-CYP340A3;Dbxref=GeneID:101738465,GenBank:NM_001287834.1;Name=NM_001287834.1;gbkey=mRNA;gene=CYP340A3;product=cytochrome P450 4c21-like;transcript_id=NM_001287834.1
NC_085132.1	7030710	7048307	-	rna-XM_062676339.1	XM_062676339.1	XM_062676339.1	LOC101738326	cytochrome P450 4c21, transcript variant X2	mRNA	ID=rna-XM_062676339.1;Parent=gene-LOC101738326;Dbxref=GeneID:101738326,GenBank:XM_062676339.1;Name=XM_062676339.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738326;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C 5 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X2;transcript_id=XM_062676339.1
NC_085132.1	7030710	7047360	-	rna-XM_038020567.2	XM_038020567.2	XM_038020567.2	LOC101738326	cytochrome P450 4c21, transcript variant X1	mRNA	ID=rna-XM_038020567.2;Parent=gene-LOC101738326;Dbxref=GeneID:101738326,GenBank:XM_038020567.2;Name=XM_038020567.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101738326;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C 6 long SRA reads;product=cytochrome P450 4c21%2C transcript variant X1;transcript_id=XM_038020567.2
NC_085132.1	11309176	11323508	-	rna-XM_062676255.1	XM_062676255.1	XM_062676255.1	LOC101742342	cytochrome P450 4V2	mRNA	ID=rna-XM_062676255.1;Parent=gene-LOC101742342;Dbxref=GeneID:101742342,GenBank:XM_062676255.1;Name=XM_062676255.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101742342;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C 179 long SRA reads;product=cytochrome P450 4V2;transcript_id=XM_062676255.1
NC_085132.1	11332077	11350549	+	rna-XM_062676368.1	XM_062676368.1	XM_062676368.1	LOC101744935	cytochrome P450 4V2, transcript variant X2	mRNA	ID=rna-XM_062676368.1;Parent=gene-LOC101744935;Dbxref=GeneID:101744935,GenBank:XM_062676368.1;Name=XM_062676368.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC101744935;model_evidence=Supporting evidence includes similarity to: 9 Proteins%2C 81 long SRA reads;product=cytochrome P450 4V2%2C transcript variant X2;transcript_id=XM_062676368.1
