Family	GeneID	HistoricalFinal	TranscriptCount	Dan_mg1	Dan_mg2	Dan_mg3	Mul_mg1	Mul_mg2	Mul_mg3	Archived_Dan_mean	Archived_Mul_mean	Archived_Delta_Mul_minus_Dan	Best_padj	RepresentativePeptide	PeptideLength	DomainClassification	DomainReason	Domains	DomainDescriptions	SecondPassRecommendation	SecondPassReason	ABCTriage	ABCTriageReason	ProfileHMMHit	NovelProfileHMMHit	ReferenceHit_E1e3	ReferenceHit_E1e5_Cov40	BestFamilyReference	BestFamilyReferenceEvalue	BestFamilyReferenceBitscore	BestFamilyReferenceIdentity	BestFamilyReferenceQcov	BestFamilyReferenceScov	SwissProtTopID	SwissProtTopTitle	SwissProtTopEvalue	SwissProtTopBitscore	SwissProtTopIdentity	SwissProtTopQcov	SwissProtTopScov	PROSITE_Pruned_Count	PROSITE_Full_Count	SimilarityComponent	SimilarityComponentSize
UGT	TRINITY_DN7259_c0_g1	no	1	36.369519	38.682338	13.504367	57.411431	69.061377	76.276684	25.887624799999998	55.6210004	29.733375600000002	0.885947504855861	TRINITY_DN7259_c0_g1_i1.p1	484	review	no_family_defining_domain_in_current_core_table	IPR007676;PF04597	Ribophorin I	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Spodoptera|XP_035444053.2	0.0	924.0	90.062	100.0	97.9716	sp|Q9GMB0|RPN1_PIG	sp|Q9GMB0|RPN1_PIG Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Sus scrofa OX=9823 GN=RPN1 PE=1 SV=1	2.72e-148	439.0	51.3	89.648033126294	71.21710526315789	0	0	UGT_C012	1
UGT	TRINITY_DN729_c0_g1	no	5	62.322720000000004	78.210143	38.267896	101.659454	102.97134700000001	122.10296	51.18270268	89.1440119	37.96130922	0.895230473585131	TRINITY_DN729_c0_g1_i9.p1	289	review	no_family_defining_domain_in_current_core_table	IPR003038;IPR012479;PF02109;PF07818	DAD family;DAD/Ost2;HCNGP-like protein;SAP30-binding protein	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			False	False	True	True	Spodoptera|XP_035435090.1	4.16e-180	491.0	86.411	99.6528	100.35	sp|Q9UHR5|S30BP_HUMAN	sp|Q9UHR5|S30BP_HUMAN SAP30-binding protein OS=Homo sapiens OX=9606 GN=SAP30BP PE=1 SV=1	2.19e-47	163.0	46.5	75.34722222222223	70.45454545454545	0	0	UGT_C013	1
UGT	TRINITY_DN7973_c0_g1	no	6	19.042175999999998	24.161050000000003	12.304905	30.573038	35.68721	34.873977000000004	15.90170778	27.455117440000002	11.553409660000002	0.825860200605613	TRINITY_DN7973_c0_g1_i8.p1	353	review	no_family_defining_domain_in_current_core_table	IPR021149;PF04756	OST3 / OST6 family, transporter family;Oligosaccharyl transferase complex, subunit OST3/OST6	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			False	False	True	True	Spodoptera|XP_035431089.2	0.0	647.0	91.541	94.0341	99.6988	sp|Q8BTV1|TUSC3_MOUSE	sp|Q8BTV1|TUSC3_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3 OS=Mus musculus OX=10090 GN=Tusc3 PE=1 SV=1	3.07e-114	338.0	53.3	86.93181818181819	88.18443804034582	0	0	UGT_C014	1
UGT	TRINITY_DN8039_c0_g1	no	1	0.603016	1.293826	1.315611	1.745115	2.70007	0.845038	0.9228356	1.5622114	0.6393758	0.999999010765626	TRINITY_DN8039_c0_g1_i1.p1	330	review	no_family_defining_domain_in_current_core_table	IPR003378;PF02434	Fringe-like	exclude_from_canonical_UGT	alternative domain architecture; PF00201/IPR002213 absent			True	False	True	True	Bmori|NP_001116813.1	0.0	529.0	77.341	100.608	101.223	sp|Q24342|FNG_DROME	sp|Q24342|FNG_DROME Fringe glycosyltransferase OS=Drosophila melanogaster OX=7227 GN=fng PE=1 SV=1	6.54e-123	362.0	58.2	86.62613981762918	69.1747572815534	0	0	UGT_C015	1
UGT	TRINITY_DN87_c1_g3	no	5	22.400955	19.800771	10.626021	28.126039000000002	18.990955	12.767046	16.00796768	17.31016236	1.3021946799999995	0.000826511518728698	TRINITY_DN87_c1_g3_i5.p1	541	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	True	Spodoptera|XP_035454584.2	0.0	804.0	73.643	95.5556	99.6139	sp|P41713|UDPE_NPVLD	sp|P41713|UDPE_NPVLD Ecdysteroid UDP-glucosyltransferase OS=Lymantria dispar multicapsid nuclear polyhedrosis virus OX=10449 GN=EGT PE=3 SV=2	9.29e-96	303.0	38.5	89.07407407407408	95.0592885375494	0	0	UGT_C001	15
UGT	TRINITY_DN9587_c0_g1	no	2	0.111424	0.19672800000000001	3.236121	0.15148	0.28358099999999997	0.614984	1.2358411999999999	0.32158141999999995	-0.9142597799999999	0.999999010765626	TRINITY_DN9587_c0_g1_i1.p1	149	provisional_HQ_domain	family_defining_domain_detected	IPR002213;PF00201	UDP-glucoronosyl and UDP-glucosyl transferase;UDP-glucuronosyl/UDP-glucosyltransferase					True	False	True	False	Spodoptera|XP_035454642.2	1.05e-80	240.0	72.973	100.0	28.5714	sp|Q9XT55|UDB19_MACFA	sp|Q9XT55|UDB19_MACFA UDP-glucuronosyltransferase 2B19 OS=Macaca fascicularis OX=9541 GN=UGT2B19 PE=1 SV=1	6.76e-27	107.0	36.8	91.89189189189189	25.757575757575758	0	0	UGT_C002	7
SULT	TRINITY_DN1282_c1_g2	yes	5	0.53343	1.302409	0.681225	9.62363	4.063916	2.642842	0.7638224599999999	5.0216276	4.25780514	0.000565151314297892	TRINITY_DN1282_c1_g2_i1.p1	328	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_035432672.2	0.0	504.0	75.692	99.3884	99.3884	sp|Q6IMI6|ST1C3_HUMAN	sp|Q6IMI6|ST1C3_HUMAN Sulfotransferase 1C3 OS=Homo sapiens OX=9606 GN=SULT1C3 PE=1 SV=1	8.96e-42	150.0	31.5	77.67584097859327	83.55263157894737	0	10	SULT_C001	7
SULT	TRINITY_DN13428_c0_g1	yes	6	0.240016	0.5344099999999999	0.12103	0.314299	1.307853	0.061437	0.287271254	0.57298028	0.28570902600000003	0.936443740549123	TRINITY_DN13428_c0_g1_i1.p1	344	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Bmori|XP_004930400.2	2.64e-151	421.0	60.534	98.2507	97.3988	sp|A0A173GP47|LST_PHOPY	sp|A0A173GP47|LST_PHOPY Luciferin sulfotransferase OS=Photinus pyralis OX=7054 GN=LST PE=1 SV=1	2.28e-47	167.0	33.3	93.58600583090379	86.75675675675676	0	0	SULT_C001	7
SULT	TRINITY_DN13428_c0_g2	yes	2	0.079301	0.250719	0.246333	0.411366	0.440033	0.106472	0.19364534	0.2856202	0.09197485999999999	0.52255951790223	TRINITY_DN13428_c0_g2_i1.p1	345	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_050559197.1	0.0	602.0	84.795	99.4186	99.7085	sp|O75897|ST1C4_HUMAN	sp|O75897|ST1C4_HUMAN Sulfotransferase 1C4 OS=Homo sapiens OX=9606 GN=SULT1C4 PE=1 SV=2	3.58e-54	182.0	34.8	85.17441860465117	97.01986754966887	0	0	SULT_C001	7
SULT	TRINITY_DN18563_c0_g1	yes	3	0.172274	0.644387	1.677719	0.0	0.062638	0.0	0.8060048	0.02260902	-0.78339578	0.0880568816237983	TRINITY_DN18563_c0_g1_i1.p1	228	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_035436318.2	2.18e-110	312.0	64.348	100.877	65.5271	sp|A0A173GP47|LST_PHOPY	sp|A0A173GP47|LST_PHOPY Luciferin sulfotransferase OS=Photinus pyralis OX=7054 GN=LST PE=1 SV=1	2.85e-43	152.0	38.5	101.3157894736842	62.432432432432435	0	0	SULT_C001	7
SULT	TRINITY_DN1884_c0_g1	yes	13	60.328386	104.456856	41.575593	48.481214	85.29727199999999	108.355405	66.6467667	81.4085734	14.761806699999994	0.00741900122887147	TRINITY_DN1884_c0_g1_i17.p1	343	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_035433286.1	0.0	555.0	72.965	100.585	100.0	sp|O75897|ST1C4_HUMAN	sp|O75897|ST1C4_HUMAN Sulfotransferase 1C4 OS=Homo sapiens OX=9606 GN=SULT1C4 PE=1 SV=2	3.47e-41	149.0	31.0	87.71929824561404	99.33774834437087	0	0	SULT_C001	7
SULT	TRINITY_DN260_c1_g1	yes	8	460.727667	723.701139	381.201308	374.594053	345.946152	455.796607	448.28376538000003	327.8480732	-120.43569218000005	2.38922223377513e-07	TRINITY_DN260_c1_g1_i12.p1	354	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_050559191.1	0.0	535.0	74.221	100.0	100.284	sp|A0A173GP47|LST_PHOPY	sp|A0A173GP47|LST_PHOPY Luciferin sulfotransferase OS=Photinus pyralis OX=7054 GN=LST PE=1 SV=1	2.46e-50	175.0	35.7	88.95184135977337	84.86486486486487	0	0	SULT_C001	7
SULT	TRINITY_DN275_c0_g1	no	12	5.164658	9.938026	6.101466	9.709106	8.179689	9.885457	6.24017958	7.9377181000000006	1.6975385200000002	0.261098516650537	TRINITY_DN275_c0_g1_i16.p1	330	review	no_family_defining_domain_in_current_core_table	PF13469	Sulfotransferase family	exclude_from_cytosolic_SULT	non-cytosolic sulfotransferase class; PF00685/IPR000863 absent			True	False	True	True	Spodoptera|XP_035436301.1	0.0	614.0	94.495	99.3921	95.8944	sp|Q9VYB7|TPST_DROME	sp|Q9VYB7|TPST_DROME Protein-tyrosine sulfotransferase OS=Drosophila melanogaster OX=7227 GN=Tpst PE=2 SV=2	4.04e-152	439.0	73.6	81.7629179331307	53.90781563126252	0	0	SULT_C002	1
SULT	TRINITY_DN27959_c0_g1	no	2	0.071259	0.16493	0.9604349999999999	0.111798	0.089698	0.084282	0.40467638	0.07858782	-0.32608855999999997	0.895319426882355	TRINITY_DN27959_c0_g1_i2.p1	432	review	no_family_defining_domain_in_current_core_table	IPR005331;PF03567	Sulfotransferase;Sulfotransferase family	exclude_from_cytosolic_SULT	non-cytosolic sulfotransferase class; PF00685/IPR000863 absent			True	False	True	True	Spodoptera|XP_050549308.1	0.0	795.0	93.72	96.0557	96.0557	sp|Q86BJ3|UST_DROME	sp|Q86BJ3|UST_DROME Uronyl 2-sulfotransferase homolog pip OS=Drosophila melanogaster OX=7227 GN=pip PE=1 SV=1	8.85e-96	300.0	38.0	109.97679814385151	92.21789883268482	0	0	SULT_C003	1
SULT	TRINITY_DN5927_c0_g1	yes	13	116.516503	220.669767	168.25462000000002	118.991785	104.788347	66.246954	144.25169668	82.034120538	-62.21757614200001	0.000380082727223878	TRINITY_DN5927_c0_g1_i23.p1	416	provisional_HQ_domain	family_defining_domain_detected	IPR000863;IPR004210;IPR006578;IPR027806;PF00685;PF02944;PF10545;PF13359	Alcohol dehydrogenase transcription factor Myb/SANT-like;BESS motif;DDE superfamily endonuclease;Harbinger transposase-derived nuclease domain;MADF domain;Sulfotransferase domain					True	False	True	True	Spodoptera|XP_035442818.1	1.8e-112	327.0	44.414	88.4337	94.1026	sp|Q9M2U3|ALPL_ARATH	sp|Q9M2U3|ALPL_ARATH Protein ALP1-like OS=Arabidopsis thaliana OX=3702 GN=At3g55350 PE=2 SV=1	4.43e-23	103.0	27.5	73.73493975903614	75.36945812807882	0	0	SULT_C004	1
SULT	TRINITY_DN5949_c0_g1	no	5	6.003498	10.646097	4.050796	8.988485	5.64395	1.034779	6.1871354400000005	4.9608336	-1.2263018400000005	0.605300291010221	TRINITY_DN5949_c0_g1_i3.p1	178	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	True	Spodoptera|XP_050559196.1	2.52e-68	201.0	53.073	100.562	58.8816	sp|A0A173GP47|LST_PHOPY	sp|A0A173GP47|LST_PHOPY Luciferin sulfotransferase OS=Photinus pyralis OX=7054 GN=LST PE=1 SV=1	7.48e-18	82.8	34.0	91.01123595505618	43.78378378378378	0	0	SULT_C001	7
SULT	TRINITY_DN659_c1_g1	no	6	133.412877	239.75860799999998	222.323406	148.24445699999998	121.585513	98.512	169.299746	105.7343216	-63.5654244	0.454701681349215	TRINITY_DN659_c1_g1_i4.p1	154	provisional_HQ_domain	family_defining_domain_detected	IPR000863;PF00685	Sulfotransferase domain					True	False	True	False	Spodoptera|XP_050559193.1	1.44e-47	148.0	69.474	62.0915	27.2206	sp|Q9QWG7|ST1B1_MOUSE	sp|Q9QWG7|ST1B1_MOUSE Sulfotransferase 1B1 OS=Mus musculus OX=10090 GN=Sult1b1 PE=1 SV=2	6.73e-16	75.9	38.9	58.8235294117647	30.100334448160535	0	0	SULT_C005	1
ABC	TRINITY_DN10989_c0_g1	no	5	0.644574	0.0	0.663687	0.65984	0.0	1.230028	0.43294326000000005	0.6464918799999999	0.21354861999999986	0.999999010765626	TRINITY_DN10989_c0_g1_i5.p1	198	review	NBD_only_or_TMD_not_detected	IPR003439;PF00005	ABC transporter;ABC transporter-like, ATP-binding domain	hold_ABC_fragment_review	partial ABC architecture; requires isoform/homology inspection	hold_for_targeted_homology_or_assembly_review	current isoforms do not unite sufficient sequence and architecture evidence	True	False	True	False	Spodoptera|XP_050557326.1	1.53e-104	317.0	77.436	98.4848	18.5714	sp|P06795|MDR1B_MOUSE	sp|P06795|MDR1B_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1	8.58e-49	173.0	50.3	88.38383838383838	13.714733542319749	1	6	ABC_C008	1
ABC	TRINITY_DN1124_c0_g1	yes	7	10.27421	17.173547	12.463777	45.999145	43.846283	24.974984	12.184351834000001	36.54953326	24.365181425999996	0.0621562588385607	TRINITY_DN1124_c0_g1_i10.p1	1273	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_050553324.1	0.0	2158.0	82.704	100.0	97.7709	sp|P21447|MDR1A_MOUSE	sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3	0.0	1013.0	44.9	97.32704402515724	97.02194357366771	0	0	ABC_C001	11
ABC	TRINITY_DN1142_c1_g1	yes	5	5.5363739999999995	10.665141	17.620508	7.495091	10.0774	21.822042	10.5311808	12.7700012	2.2388204	0.999999010765626	TRINITY_DN1142_c1_g1_i12.p1	764	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF06472	ABC transporter;ABC transporter transmembrane region 2;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_050555165.1	0.0	1454.0	93.02	97.6409	97.3856	sp|Q7JUN3|ABCD1_DROME	sp|Q7JUN3|ABCD1_DROME ATP-binding cassette sub-family D member 1 OS=Drosophila melanogaster OX=7227 GN=Abcd1 PE=2 SV=1	1.67e-260	741.0	59.9	83.6173001310616	87.3972602739726	0	0	ABC_C006	2
ABC	TRINITY_DN11606_c0_g1	yes	7	0.139163	0.366317	0.5196649999999999	1.217252	0.6884859999999999	0.299051	0.32313590799999997	0.69879414	0.375658232	0.301690466520124	TRINITY_DN11606_c0_g1_i6.p1	1641	review	NBD_only_or_TMD_not_detected	IPR003439;PF00005;PF12698	ABC transporter;ABC transporter-like, ATP-binding domain;ABC-2 family transporter protein	retain_ABC_fragment_or_partial	historical homology plus partial ABC architecture; inspect isoforms before nomenclature	retain_historical_partial_ABC	historical support plus partial sequence-level ABC evidence	True	False	True	True	Spodoptera|XP_050551035.1	0.0	1912.0	60.977	96.0976	87.1681	sp|A0A0G2K1Q8|ABCA3_RAT	sp|A0A0G2K1Q8|ABCA3_RAT Phospholipid-transporting ATPase ABCA3 OS=Rattus norvegicus OX=10116 GN=Abca3 PE=1 SV=1	1.55e-165	549.0	27.7	106.82926829268293	102.8169014084507	0	0	ABC_C004	3
ABC	TRINITY_DN11773_c0_g1	yes	7	13.401411	18.582588	7.045577	16.400432000000002	14.730338	19.068907	11.37673624	13.95210452	2.575368280000001	0.336383226120518	TRINITY_DN11773_c0_g1_i7.p1	768	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_035459161.2	0.0	1244.0	88.252	93.2203	96.2315	sp|H2LNR5|ABCB7_ORYLA	sp|H2LNR5|ABCB7_ORYLA Iron-sulfur clusters transporter ABCB7, mitochondrial OS=Oryzias latipes OX=8090 GN=abcb7 PE=1 SV=2	3.98e-251	718.0	59.2	81.7470664928292	84.04825737265415	0	0	ABC_C003	6
ABC	TRINITY_DN12134_c0_g1	yes	4	0.2968	0.344891	0.34374	0.640061	1.23186	0.684505	0.30019239999999997	0.73838124	0.4381888400000001	0.725030817278292	TRINITY_DN12134_c0_g1_i3.p1	1395	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_035429563.2	0.0	2805.0	96.341	100.0	100.0	sp|E9Q236|MRP4_MOUSE	sp|E9Q236|MRP4_MOUSE ATP-binding cassette sub-family C member 4 OS=Mus musculus OX=10090 GN=Abcc4 PE=1 SV=1	0.0	978.0	41.4	99.64131994261119	104.83018867924528	0	0	ABC_C001	11
ABC	TRINITY_DN12905_c0_g2	yes	2	0.129634	0.204889	0.087326	0.18942399999999998	0.151115	0.159671	0.13095272	0.1597554	0.028802679999999997	0.999999010765626	TRINITY_DN12905_c0_g2_i1.p1	629	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR013525;PF00005;PF01061	ABC transporter;ABC transporter-like, ATP-binding domain;ABC-2 type transporter					True	False	True	True	Spodoptera|XP_035444891.1	0.0	1171.0	90.764	100.0	100.0	sp|Q9H172|ABCG4_HUMAN	sp|Q9H172|ABCG4_HUMAN ATP-binding cassette sub-family G member 4 OS=Homo sapiens OX=9606 GN=ABCG4 PE=1 SV=2	1.02e-127	393.0	36.1	101.43312101910828	98.60681114551083	0	0	ABC_C002	8
ABC	TRINITY_DN13145_c0_g1	no	6	0.145776	0.319373	0.227135	0.564971	0.715145	0.806998	0.220535	0.65123452	0.43069952	0.999999010765626	TRINITY_DN13145_c0_g1_i1.p1	593	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR013525;IPR043926;PF00005;PF01061;PF19055	ABC transporter;ABC transporter family G domain;ABC transporter-like, ATP-binding domain;ABC-2 type transporter					True	False	True	True	Spodoptera|XP_050555131.1	0.0	1025.0	83.953	100.0	100.339	sp|P10090|WHITE_DROME	sp|P10090|WHITE_DROME Protein white OS=Drosophila melanogaster OX=7227 GN=w PE=1 SV=2	9.03e-76	257.0	32.2	98.64864864864865	85.00727802037845	0	0	ABC_C002	8
ABC	TRINITY_DN1442_c0_g1	yes	6	2.0189470000000003	4.206286	4.898499	4.056814	3.50937	1.8502159999999999	3.27482576	2.7680643799999998	-0.5067613800000004	0.82516036332033	TRINITY_DN1442_c0_g1_i7.p1	795	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR013525;PF00005;PF01061	ABC transporter;ABC transporter-like, ATP-binding domain;ABC-2 type transporter					True	False	True	True	Spodoptera|XP_035442104.1	0.0	1589.0	96.478	100.126	100.126	sp|Q8T674|ABCGK_DICDI	sp|Q8T674|ABCGK_DICDI ABC transporter G family member 20 OS=Dictyostelium discoideum OX=44689 GN=abcG20 PE=3 SV=1	3.5e-101	332.0	30.7	94.7103274559194	103.01369863013699	0	0	ABC_C005	3
ABC	TRINITY_DN16854_c0_g1	no	2	0.080382	0.061393	0.084627	0.067196	0.094155	0.181649	0.06239422	0.10180264000000001	0.03940842000000001	0.881909765141061	TRINITY_DN16854_c0_g1_i1.p1	149	review	NBD_only_or_TMD_not_detected	IPR003439;PF00005	ABC transporter;ABC transporter-like, ATP-binding domain	hold_ABC_fragment_review	partial ABC architecture; requires isoform/homology inspection	hold_for_targeted_homology_or_assembly_review	current isoforms do not unite sufficient sequence and architecture evidence	False	False	True	False	Bmori|XP_012549839.2	1.33e-48	160.0	55.263	102.013	11.5589	sp|P43245|MDR1_RAT	sp|P43245|MDR1_RAT ATP-dependent translocase ABCB1 OS=Rattus norvegicus OX=10116 GN=Abcb1 PE=2 SV=1	7.46e-07	50.8	45.8	32.214765100671144	3.758809710258418	0	0	ABC_C009	1
ABC	TRINITY_DN16854_c0_g2	yes	3	0.08494499999999999	0.104567	0.086847	0.126491	0.045468	0.07756	0.09045918	0.073523162	-0.016936017999999997	0.999999010765626	TRINITY_DN16854_c0_g2_i2.p1	548	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_050558210.1	0.0	812.0	78.532	99.6344	41.2254	sp|Q00748|MDR65_DROME	sp|Q00748|MDR65_DROME Multidrug resistance protein homolog 65 OS=Drosophila melanogaster OX=7227 GN=Mdr65 PE=1 SV=2	2.35e-137	432.0	46.9	97.44058500914076	40.93701996927803	0	0	ABC_C003	6
ABC	TRINITY_DN16854_c0_g4	no	1	0.116129	0.143279	0.208288	0.092049	0.085077	0.10123	0.1324525	0.075551252	-0.056901248	0.766503479052102	TRINITY_DN16854_c0_g4_i1.p1	214	review	TMD_only_or_NBD_not_detected	IPR011527;PF00664	ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain	hold_ABC_fragment_review	partial ABC architecture; requires isoform/homology inspection	hold_for_targeted_homology_or_assembly_review	current isoforms do not unite sufficient sequence and architecture evidence	True	False	True	False	Bmori|XP_012549839.2	2.79e-96	299.0	66.822	100.0	16.2738	sp|Q00449|MDR49_DROME	sp|Q00449|MDR49_DROME Multidrug resistance protein homolog 49 OS=Drosophila melanogaster OX=7227 GN=Mdr49 PE=2 SV=2	3.53e-20	91.7	31.9	86.44859813084112	14.208909370199693	0	0	ABC_C010	1
ABC	TRINITY_DN16854_c0_g5	no	1	0.0	0.193415	0.080681	0.238216	0.108634	0.0	0.08895664	0.1119687	0.02301206		TRINITY_DN16854_c0_g5_i1.p2	101	review	no_family_defining_domain_in_current_core_table	none	none	exclude_from_current_ABC_rough_set	no defining ABC domain in the current core table and no historical support			False	False	True	False	Bmori|XP_012549839.2	1.43e-48	158.0	70.0	99.0099	7.60456	sp|Q00449|MDR49_DROME	sp|Q00449|MDR49_DROME Multidrug resistance protein homolog 49 OS=Drosophila melanogaster OX=7227 GN=Mdr49 PE=2 SV=2	2.45e-10	58.9	34.5	83.16831683168317	6.451612903225806	0	0	ABC_C011	1
ABC	TRINITY_DN18075_c0_g1	yes	1	0.166771	0.556694	0.912225	0.816789	0.476444	0.223954	0.49707159999999995	0.4531648	-0.04390679999999997	0.999999010765626	TRINITY_DN18075_c0_g1_i1.p1	645	review	NBD_only_or_TMD_not_detected	IPR003439;PF00005	ABC transporter;ABC transporter-like, ATP-binding domain	retain_ABC_fragment_or_partial	historical homology plus partial ABC architecture; inspect isoforms before nomenclature	retain_historical_partial_ABC	historical support plus partial sequence-level ABC evidence	True	False	True	True	Spodoptera|XP_050557282.1	0.0	1216.0	92.391	100.0	101.258	sp|Q9H222|ABCG5_HUMAN	sp|Q9H222|ABCG5_HUMAN ATP-binding cassette sub-family G member 5 OS=Homo sapiens OX=9606 GN=ABCG5 PE=1 SV=1	5.77e-57	207.0	29.7	80.59006211180125	79.72350230414746	0	0	ABC_C002	8
ABC	TRINITY_DN18452_c0_g1	yes	4	0.504035	0.771927	0.550454	0.970993	0.472932	0.479729	0.5272185840000001	0.57417614	0.046957555999999845	0.824321486151444	TRINITY_DN18452_c0_g1_i1.p1	1399	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_035430840.1	0.0	2598.0	90.701	100.0	100.215	sp|P91660|L259_DROME	sp|P91660|L259_DROME Probable multidrug resistance-associated protein lethal(2)03659 OS=Drosophila melanogaster OX=7227 GN=l(2)03659 PE=2 SV=4	0.0	1155.0	47.5	99.35622317596567	101.09170305676857	0	0	ABC_C001	11
ABC	TRINITY_DN18570_c0_g1	no	2	0.083872	0.060324	0.053054	0.0	0.040639	0.34459700000000004	0.061247359999999994	0.13363622	0.07238886		TRINITY_DN18570_c0_g1_i2.p1	150	review	TMD_only_or_NBD_not_detected	IPR011527;PF00664	ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain	hold_ABC_fragment_review	partial ABC architecture; requires isoform/homology inspection	hold_for_targeted_homology_or_assembly_review	current isoforms do not unite sufficient sequence and architecture evidence	True	False	True	False	Spodoptera|XP_050557326.1	3.22e-83	258.0	82.55	100.0	14.1905	sp|P21447|MDR1A_MOUSE	sp|P21447|MDR1A_MOUSE ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1a PE=1 SV=3	1.21e-18	84.7	29.5	100.0	11.677115987460816	0	0	ABC_C012	1
ABC	TRINITY_DN20355_c0_g1	yes	9	1.144471	1.064304	0.598611	0.48431	0.353588	1.1756790000000001	0.8848545800000001	0.6280025200000001	-0.25685205999999994	0.224621983277316	TRINITY_DN20355_c0_g1_i13.p1	888	provisional_HQ_domain	NBD_and_TMD_evidence	IPR003439;IPR011527;PF00005;PF00664	ABC transporter;ABC transporter transmembrane region;ABC transporter type 1, transmembrane domain;ABC transporter-like, ATP-binding domain					True	False	True	True	Spodoptera|XP_035436877.2	0.0	1570.0	84.667	99.8874	53.3694	sp|Q9VL32|SUR_DROME	sp|Q9VL32|SUR_DROME ATP-binding cassette sub-family C member Sur OS=Drosophila melanogaster OX=7227 GN=Sur PE=1 SV=4	9.69e-106	363.0	32.0	93.69369369369369	38.32335329341317	0	0	ABC_C001	11
ABC	TRINITY_DN21667_c0_g1	yes	1	0.080968	0.058811	0.097957	0.0432	0.049934	0.047224	0.06660178	0.037982106	-0.028619673999999998	0.761439829248961	TRINITY_DN21667_c0_g1_i1.p1	465	review	no_family_defining_domain_in_current_core_table	PF12698	ABC-2 family transporter protein	hold_ABC_historical_review	historical candidate lacks defining domains in the current representative sequence	retain_historical_partial_ABC	historical support plus partial sequence-level ABC evidence	True	False	True	False	Spodoptera|XP_050552858.1	0.0	962.0	97.849	100.0	25.108	sp|Q8K448|ABCA5_MOUSE	sp|Q8K448|ABCA5_MOUSE Cholesterol transporter ABCA5 OS=Mus musculus OX=10090 GN=Abca5 PE=1 SV=2	8.57e-38	150.0	29.9	73.33333333333333	20.767356881851402	0	0	ABC_C013	1
