qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	qlen	sstart	send	slen	evalue	bitscore	qcov	scov
TRINITY_DN3051_c1_g1_i11.p1	Bmori|XP_062529124.1	24.551	167	102	6	211	376	1187	472	615	887	0.012	31.6	14.0691	18.8275
TRINITY_DN2529_c0_g1_i19.p1	Spodoptera|XP_035454997.2	31.250	48	28	2	32	79	259	301	343	522	0.28	24.3	18.5328	9.1954
TRINITY_DN3051_c1_g2_i1.p1	Spodoptera|XP_050554451.1	45.000	20	11	0	109	128	131	386	405	516	0.72	21.9	15.2672	3.87597
TRINITY_DN6784_c0_g1_i1.p1	Bmori|NP_001108473.1	32.075	53	34	2	17	69	167	228	278	407	0.82	21.9	31.7365	13.0221
TRINITY_DN1202_c1_g1_i13.p1	Spodoptera|XP_050556017.1	35.714	28	18	0	344	371	563	335	362	1039	0.071	27.7	4.97336	2.6949
TRINITY_DN1202_c1_g1_i13.p1	Spodoptera|XP_050556017.1	32.143	28	19	0	344	371	563	854	881	1039	0.17	26.6	4.97336	2.6949
TRINITY_DN6086_c0_g1_i7.p1	Spodoptera|XP_050553385.1	30.000	40	27	1	206	244	765	266	305	1346	0.98	24.6	5.22876	2.97177
TRINITY_DN8170_c5_g1_i4.p1	Spodoptera|XP_050553385.1	36.957	46	25	2	160	204	213	28	70	1346	0.84	22.7	21.5962	3.41753
TRINITY_DN8170_c5_g1_i4.p1	Bmori|NP_001091799.1	32.353	34	17	1	174	207	213	147	174	436	0.93	22.3	15.9624	7.79817
TRINITY_DN832_c0_g1_i2.p1	Spodoptera|XP_035437321.1	37.143	35	17	1	942	976	1071	246	275	286	0.46	25.8	3.26797	12.2378
TRINITY_DN832_c0_g1_i2.p1	Spodoptera|XP_035437320.1	37.143	35	17	1	942	976	1071	260	289	300	0.48	25.8	3.26797	11.6667
TRINITY_DN832_c0_g2_i2.p1	Bmori|XP_012550236.1	21.818	165	112	4	220	384	439	192	339	517	0.44	24.6	37.5854	31.9149
TRINITY_DN832_c0_g2_i2.p1	Bmori|XP_012550238.1	28.846	52	33	1	248	299	439	219	266	531	0.69	24.3	11.8451	9.79284
TRINITY_DN809_c0_g1_i4.p1	Spodoptera|XP_050553385.1	29.268	41	21	1	50	82	105	264	304	1346	0.55	21.6	39.0476	3.04606
TRINITY_DN2411_c0_g1_i20.p1	Spodoptera|XP_050556017.1	23.711	97	63	3	192	278	467	409	504	1039	0.93	23.9	20.7709	9.3359
TRINITY_DN5289_c0_g1_i3.p1	Bmori|XP_062529124.1	32.895	76	46	4	148	220	679	176	249	887	0.084	27.7	11.1929	8.56821
TRINITY_DN12221_c0_g1_i5.p1	Spodoptera|XP_035452810.2	30.526	95	56	3	632	718	810	275	367	522	0.001	34.3	11.7284	18.1992
TRINITY_DN12221_c0_g1_i5.p1	Bmori|XP_037875539.1	28.571	70	46	2	651	718	810	290	357	518	0.013	30.4	8.64198	13.5135
TRINITY_DN12221_c0_g1_i5.p1	Bmori|XP_012550236.1	28.889	90	54	3	632	713	810	275	362	517	0.022	30.0	11.1111	17.4081
TRINITY_DN12221_c0_g1_i5.p1	Bmori|XP_012550238.1	23.684	114	75	4	608	713	810	258	367	531	0.047	28.9	14.0741	21.4689
TRINITY_DN12221_c0_g1_i5.p1	Spodoptera|XP_050559575.1	26.923	78	37	3	651	718	810	290	357	520	0.44	25.8	9.62963	15
TRINITY_DN23729_c0_g1_i10.p1	Bmori|NP_001040425.1	34.286	35	16	2	66	95	358	327	359	520	0.27	25.0	9.77654	6.73077
TRINITY_DN23729_c0_g1_i10.p1	Bmori|NP_001243980.1	33.333	27	17	1	322	348	358	439	464	520	0.35	24.6	7.5419	5.19231
TRINITY_DN23729_c0_g1_i10.p1	Spodoptera|XP_035449983.2	41.667	24	13	1	324	347	358	437	459	539	0.38	24.6	6.70391	4.45269
TRINITY_DN23729_c0_g1_i10.p1	Spodoptera|XP_050553385.1	37.143	35	22	0	236	270	358	63	97	1346	0.73	23.9	9.77654	2.6003
TRINITY_DN3463_c0_g1_i11.p1	Bmori|NP_001108473.1	43.478	23	13	0	204	226	411	161	183	407	0.30	25.0	5.59611	5.65111
TRINITY_DN3463_c0_g1_i11.p1	Bmori|XP_012551722.1	28.049	82	51	4	44	122	411	110	186	356	0.50	24.3	19.9513	23.0337
TRINITY_DN16453_c0_g1_i1.p1	Spodoptera|XP_035434000.2	33.962	53	18	3	7	54	479	148	188	526	0.68	24.3	11.0647	10.076
TRINITY_DN5009_c0_g1_i4.p1	Spodoptera|XP_035437706.2	72.727	11	3	0	366	376	537	1	11	544	0.87	24.3	2.04842	2.02206
TRINITY_DN8892_c1_g1_i1.p1	Bmori|XP_012544462.1	66.667	9	3	0	87	95	110	300	308	754	0.60	21.6	8.18182	1.19363
TRINITY_DN8892_c1_g1_i1.p1	Spodoptera|XP_035449979.1	66.667	9	3	0	87	95	110	300	308	753	0.62	21.6	8.18182	1.19522
TRINITY_DN8892_c1_g1_i1.p1	Bmori|XP_012544461.1	66.667	9	3	0	87	95	110	300	308	777	0.62	21.6	8.18182	1.1583
TRINITY_DN8892_c1_g1_i1.p1	Bmori|XP_004924572.1	66.667	9	3	0	87	95	110	300	308	769	0.63	21.6	8.18182	1.17035
TRINITY_DN8892_c1_g1_i1.p1	Spodoptera|XP_035449978.1	66.667	9	3	0	87	95	110	300	308	769	0.64	21.6	8.18182	1.17035
TRINITY_DN8892_c1_g1_i1.p1	Spodoptera|XP_035449977.1	66.667	9	3	0	87	95	110	300	308	777	0.64	21.6	8.18182	1.1583
TRINITY_DN1197_c0_g1_i11.p1	Spodoptera|XP_050556017.1	35.000	40	24	2	84	122	131	731	769	1039	0.38	22.7	30.5344	3.84986
TRINITY_DN14604_c0_g1_i4.p1	Spodoptera|XP_035430162.1	66.667	15	5	0	326	340	517	144	158	350	0.54	24.6	2.90135	4.28571
TRINITY_DN2528_c0_g1_i1.p1	Bmori|NP_001116813.1	48.780	41	15	2	17	57	318	36	70	327	0.11	25.8	12.8931	12.5382
TRINITY_DN12338_c0_g1_i1.p1	Spodoptera|XP_035454998.2	35.484	31	20	0	404	434	1536	272	302	521	0.76	25.8	2.01823	5.9501
TRINITY_DN12338_c0_g1_i1.p1	Spodoptera|XP_035454642.2	29.825	57	36	1	403	459	1536	266	318	518	0.94	25.8	3.71094	11.0039
TRINITY_DN48318_c0_g1_i1.p1	Bmori|NP_001243973.1	27.586	58	30	2	37	94	126	288	333	536	0.073	24.6	46.0317	10.8209
TRINITY_DN48318_c0_g1_i1.p1	Bmori|XP_037870891.1	35.000	20	13	0	85	104	126	74	93	332	0.90	21.2	15.873	6.0241
TRINITY_DN44923_c0_g1_i1.p1	Bmori|XP_062529124.1	49.419	172	86	1	1	171	172	429	600	887	1.45e-57	186	100	19.3912
TRINITY_DN44923_c0_g1_i1.p1	Spodoptera|XP_050553385.1	49.133	173	87	1	1	172	172	459	631	1346	1.19e-53	175	100.581	12.8529
TRINITY_DN44923_c0_g1_i1.p1	Bmori|XP_062532873.1	57.778	45	19	0	1	45	172	202	246	629	2.69e-11	53.5	26.1628	7.15421
TRINITY_DN1615_c0_g1_i3.p1	Bmori|XP_062527289.1	31.148	61	40	2	160	219	270	401	460	527	0.27	24.6	22.5926	11.575
TRINITY_DN7696_c0_g1_i2.p1	Bmori|XP_037874115.1	66.667	12	4	0	299	310	333	64	75	479	0.30	24.6	3.6036	2.50522
TRINITY_DN7696_c0_g1_i2.p1	Spodoptera|XP_050556017.1	43.478	23	13	0	280	302	333	217	239	1039	0.58	23.9	6.90691	2.21367
TRINITY_DN6085_c0_g1_i13.p1	Bmori|NP_001243957.1	25.532	94	53	3	40	127	1141	270	352	515	0.89	25.4	8.23839	18.2524
TRINITY_DN22258_c0_g1_i1.p1	Bmori|NP_001243978.1	41.379	29	17	0	74	102	115	247	275	521	0.022	25.8	25.2174	5.56622
TRINITY_DN48480_c0_g1_i1.p1	Bmori|NP_001243974.1	28.571	28	20	0	63	90	116	288	315	511	0.95	21.2	24.1379	5.47945
TRINITY_DN13674_c1_g1_i1.p1	Bmori|XP_012550236.1	28.571	28	20	0	16	43	137	280	307	517	0.36	22.7	20.438	5.41586
TRINITY_DN3166_c1_g2_i5.p1	Bmori|XP_012550238.1	32.727	55	30	3	680	733	754	142	190	531	0.13	27.3	7.29443	10.3578
TRINITY_DN3166_c1_g2_i5.p1	Bmori|NP_001243980.1	25.581	43	32	0	569	611	754	377	419	520	0.72	25.0	5.70292	8.26923
TRINITY_DN831_c0_g1_i1.p1	Bmori|NP_001243970.1	32.653	49	30	1	5	50	202	320	368	516	0.65	22.7	24.2574	9.49612
TRINITY_DN831_c0_g1_i1.p1	Bmori|NP_001243957.1	29.545	44	30	1	50	92	202	69	112	515	0.70	22.7	21.7822	8.54369
TRINITY_DN20432_c0_g1_i1.p1	Bmori|NP_001243978.1	42.857	21	12	0	184	204	380	438	458	521	0.71	23.9	5.52632	4.03071
TRINITY_DN6630_c2_g1_i5.p1	Bmori|XP_062532873.1	20.833	216	145	6	206	417	556	250	443	629	2.81e-06	42.0	38.8489	34.3402
TRINITY_DN6630_c2_g1_i5.p1	Spodoptera|XP_050553385.1	21.154	208	122	8	197	395	556	968	1142	1346	0.001	33.5	37.4101	15.4532
TRINITY_DN1598_c1_g1_i12.p1	Spodoptera|XP_050553385.1	29.150	741	478	20	159	869	1028	456	1179	1346	4.44e-86	296	72.0817	55.052
TRINITY_DN1598_c1_g1_i12.p1	Bmori|XP_062529124.1	30.922	553	345	11	35	580	1028	325	847	887	1.82e-73	253	53.7938	62.345
TRINITY_DN1598_c1_g1_i12.p1	Bmori|XP_062532873.1	25.568	176	119	5	659	831	1028	250	416	629	2.84e-13	65.9	17.1206	27.9809
TRINITY_DN1598_c1_g1_i12.p1	Bmori|XP_062532873.1	30.952	42	28	1	159	199	1028	199	240	629	0.70	25.4	4.0856	6.67727
TRINITY_DN8210_c0_g1_i2.p1	Spodoptera|XP_035431933.1	27.907	43	29	1	210	252	824	82	122	438	0.38	25.8	5.21845	9.81735
TRINITY_DN8210_c0_g1_i2.p1	Bmori|NP_001243970.1	48.148	27	11	1	500	526	824	483	506	516	0.57	25.4	3.2767	5.23256
TRINITY_DN28059_c0_g1_i1.p1	Bmori|NP_001243978.1	22.727	44	31	1	57	97	343	195	238	521	0.46	24.3	12.828	8.4453
TRINITY_DN20560_c2_g1_i1.p1	Bmori|NP_001243974.1	21.795	78	52	2	13	86	112	59	131	511	0.052	24.6	69.6429	15.2642
TRINITY_DN28059_c0_g3_i1.p1	Bmori|XP_062532873.1	23.571	140	94	5	47	183	369	18	147	629	0.35	24.6	37.9404	22.2576
TRINITY_DN28059_c0_g3_i1.p1	Bmori|NP_001243978.1	22.727	44	31	1	57	97	369	195	238	521	0.45	24.3	11.9241	8.4453
TRINITY_DN28059_c0_g3_i1.p1	Bmori|XP_062531495.1	22.667	75	57	1	256	329	369	197	271	517	0.49	24.3	20.3252	14.5068
TRINITY_DN947_c0_g1_i1.p1	Bmori|NP_001037040.1	40.000	20	12	0	145	164	242	200	219	520	0.58	23.5	8.26446	3.84615
TRINITY_DN3462_c0_g1_i1.p1	Spodoptera|XP_050559578.1	28.000	50	30	1	599	648	843	224	267	514	0.074	28.1	5.9312	9.72763
TRINITY_DN43429_c0_g1_i1.p1	Bmori|NP_001243978.1	26.866	67	44	1	52	118	164	358	419	521	0.59	22.3	40.8537	12.8599
TRINITY_DN48597_c0_g1_i1.p1	Bmori|XP_062529124.1	36.667	90	53	2	4	93	117	494	579	887	3.30e-12	54.3	76.9231	10.1466
TRINITY_DN48597_c0_g1_i1.p1	Spodoptera|XP_050553385.1	35.526	76	48	1	2	77	117	522	596	1346	4.49e-12	53.9	64.9573	5.64636
TRINITY_DN18021_c0_g1_i4.p1	Spodoptera|XP_035436808.1	24.000	50	38	0	32	81	241	35	84	434	0.43	23.9	20.7469	11.5207
TRINITY_DN15099_c0_g1_i1.p1	Spodoptera|XP_050553385.1	25.234	107	62	4	363	460	525	625	722	1346	0.066	27.7	20.381	7.94948
TRINITY_DN6758_c0_g1_i7.p1	Spodoptera|XP_035440285.2	30.556	36	23	1	124	159	171	409	442	521	0.55	22.7	21.0526	6.90979
TRINITY_DN28616_c0_g1_i1.p1	Spodoptera|XP_050559575.1	31.148	61	26	3	68	128	131	232	276	520	0.51	22.3	46.5649	11.7308
TRINITY_DN28616_c0_g1_i1.p1	Bmori|XP_062531495.1	61.538	13	5	0	105	117	131	255	267	517	0.66	21.9	9.92366	2.51451
TRINITY_DN28616_c0_g1_i1.p1	Bmori|XP_037875539.1	53.333	15	7	0	105	119	131	255	269	518	0.85	21.6	11.4504	2.89575
TRINITY_DN5170_c0_g2_i14.p1	Spodoptera|XP_035437706.2	33.333	30	17	1	1014	1043	1122	268	294	544	0.45	26.2	2.6738	5.51471
TRINITY_DN5170_c0_g2_i14.p1	Spodoptera|XP_035454642.2	30.508	59	37	2	43	100	1122	271	326	518	0.94	25.0	5.25847	11.39
TRINITY_DN30211_c0_g1_i1.p1	Bmori|XP_004924572.1	29.825	57	37	2	85	138	396	106	162	769	0.15	26.2	14.3939	7.41222
TRINITY_DN30211_c0_g1_i1.p1	Bmori|XP_012544461.1	29.825	57	37	2	85	138	396	106	162	777	0.16	26.2	14.3939	7.33591
TRINITY_DN30211_c0_g1_i1.p1	Bmori|XP_012544462.1	29.825	57	37	2	85	138	396	106	162	754	0.16	26.2	14.3939	7.55968
TRINITY_DN30211_c0_g1_i1.p1	Spodoptera|XP_035449977.1	29.825	57	37	2	85	138	396	106	162	777	0.17	25.8	14.3939	7.33591
TRINITY_DN30211_c0_g1_i1.p1	Spodoptera|XP_035449978.1	29.825	57	37	2	85	138	396	106	162	769	0.17	25.8	14.3939	7.41222
TRINITY_DN30211_c0_g1_i1.p1	Spodoptera|XP_035449979.1	29.825	57	37	2	85	138	396	106	162	753	0.18	25.8	14.3939	7.56972
TRINITY_DN30211_c0_g1_i1.p1	Spodoptera|XP_035431089.2	33.333	27	18	0	194	220	396	280	306	332	0.70	23.9	6.81818	8.13253
TRINITY_DN2527_c0_g1_i1.p1	Bmori|NP_001135960.1	24.096	83	50	3	263	341	544	366	439	514	0.68	24.6	15.2574	16.1479
TRINITY_DN806_c0_g1_i6.p1	Spodoptera|XP_035437706.2	50.000	18	5	1	336	349	713	253	270	544	0.33	25.8	2.52454	3.30882
TRINITY_DN108_c0_g1_i12.p1	Bmori|XP_012544461.1	28.440	109	69	3	166	270	422	282	385	777	8.16e-04	33.5	25.8294	14.0283
TRINITY_DN108_c0_g1_i12.p1	Bmori|XP_004924572.1	28.440	109	69	3	166	270	422	282	385	769	8.51e-04	33.5	25.8294	14.1743
TRINITY_DN108_c0_g1_i12.p1	Bmori|XP_012544462.1	28.440	109	69	3	166	270	422	282	385	754	0.001	33.1	25.8294	14.4562
TRINITY_DN108_c0_g1_i12.p1	Bmori|NP_001116813.1	26.744	86	48	4	334	405	422	88	172	327	0.70	23.9	20.3791	26.2997
TRINITY_DN1200_c1_g1_i1.p1	Bmori|XP_012544461.1	32.558	43	22	2	39	76	99	726	766	777	0.62	21.2	43.4343	5.53411
TRINITY_DN1200_c1_g1_i1.p1	Bmori|XP_012544462.1	43.478	23	11	1	39	61	99	726	746	754	0.99	20.8	23.2323	3.0504
TRINITY_DN6640_c0_g1_i3.p1	Bmori|XP_062532873.1	40.741	27	15	1	107	132	224	572	598	629	0.50	23.5	12.0536	4.29253
TRINITY_DN9820_c0_g1_i3.p1	Spodoptera|XP_050553385.1	38.095	21	13	0	311	331	386	399	419	1346	0.99	23.5	5.44041	1.56018
TRINITY_DN5409_c1_g1_i1.p1	Spodoptera|XP_035452810.2	36.364	44	22	1	122	165	474	340	377	522	0.16	26.2	9.2827	8.42912
TRINITY_DN5409_c1_g1_i1.p1	Bmori|NP_001243974.1	34.483	58	30	3	300	349	474	200	257	511	0.92	23.9	12.2363	11.3503
TRINITY_DN31962_c0_g1_i1.p1	Spodoptera|XP_035431089.2	30.556	36	25	0	137	172	601	71	106	332	0.010	30.4	5.99002	10.8434
TRINITY_DN31962_c0_g1_i1.p1	Bmori|XP_037870891.1	27.778	36	26	0	137	172	601	71	106	332	0.23	26.2	5.99002	10.8434
TRINITY_DN31962_c0_g1_i1.p1	Spodoptera|XP_050553385.1	30.952	42	24	1	263	299	601	744	785	1346	0.46	25.4	6.98835	3.12036
TRINITY_DN31962_c0_g1_i1.p1	Bmori|XP_062529124.1	29.167	48	28	2	333	378	601	337	380	887	0.91	24.3	7.98669	5.4115
TRINITY_DN10650_c0_g1_i1.p1	Bmori|XP_004924572.1	29.268	41	25	1	127	167	264	487	523	769	0.42	23.9	15.5303	5.3316
TRINITY_DN10650_c0_g1_i1.p1	Bmori|XP_012544462.1	29.268	41	25	1	127	167	264	487	523	754	0.43	23.9	15.5303	5.43767
TRINITY_DN10650_c0_g1_i1.p1	Bmori|XP_012544461.1	29.268	41	25	1	127	167	264	487	523	777	0.43	23.9	15.5303	5.27671
TRINITY_DN13830_c0_g1_i1.p1	Bmori|XP_021203793.2	47.619	21	11	0	148	168	561	205	225	447	0.33	25.4	3.74332	4.69799
TRINITY_DN13830_c0_g1_i1.p1	Bmori|XP_062527639.1	47.619	21	11	0	148	168	561	205	225	393	0.34	25.4	3.74332	5.34351
TRINITY_DN10650_c0_g2_i2.p1	Bmori|XP_012544462.1	31.707	41	24	1	60	100	196	487	523	754	0.37	23.5	20.9184	5.43767
TRINITY_DN10650_c0_g2_i2.p1	Bmori|XP_004924572.1	31.707	41	24	1	60	100	196	487	523	769	0.37	23.5	20.9184	5.3316
TRINITY_DN10650_c0_g2_i2.p1	Bmori|XP_012544461.1	31.707	41	24	1	60	100	196	487	523	777	0.37	23.5	20.9184	5.27671
TRINITY_DN10650_c0_g2_i2.p1	Spodoptera|XP_035449979.1	36.000	25	16	0	76	100	196	499	523	753	0.75	22.7	12.7551	3.32005
TRINITY_DN10650_c0_g2_i2.p1	Spodoptera|XP_035449978.1	36.000	25	16	0	76	100	196	499	523	769	0.75	22.7	12.7551	3.25098
TRINITY_DN10650_c0_g2_i2.p1	Spodoptera|XP_035449977.1	36.000	25	16	0	76	100	196	499	523	777	0.75	22.7	12.7551	3.2175
TRINITY_DN10627_c0_g1_i3.p1	Spodoptera|XP_035434000.2	30.233	43	29	1	474	515	1237	183	225	526	0.19	27.3	3.47615	8.1749
TRINITY_DN10627_c0_g1_i3.p1	Bmori|XP_062527289.1	26.786	56	38	2	465	517	1237	173	228	527	0.21	27.3	4.52708	10.6262
TRINITY_DN13132_c0_g2_i12.p1	Bmori|NP_001243968.1	60.000	20	8	0	574	593	875	255	274	512	0.22	26.9	2.28571	3.90625
TRINITY_DN1892_c0_g1_i1.p1	Bmori|NP_001274756.1	59.091	22	8	1	284	304	452	51	72	508	0.11	26.6	4.86726	4.33071
TRINITY_DN1892_c0_g1_i1.p1	Spodoptera|XP_050550361.1	46.154	26	13	1	284	308	452	56	81	516	0.12	26.6	5.75221	5.03876
TRINITY_DN271_c0_g3_i1.p1	Bmori|NP_001108473.1	22.500	40	31	0	82	121	257	230	269	407	0.71	23.1	15.5642	9.82801
TRINITY_DN248_c0_g1_i1.p1	Spodoptera|XP_035449983.2	23.529	51	38	1	231	280	423	161	211	539	0.22	25.8	12.0567	9.46197
TRINITY_DN248_c0_g1_i1.p1	Bmori|NP_001116813.1	23.529	51	39	0	365	415	423	120	170	327	0.79	23.9	12.0567	15.5963
TRINITY_DN6641_c0_g1_i6.p1	Spodoptera|XP_035454998.2	44.444	18	10	0	164	181	740	446	463	521	1.00	24.3	2.43243	3.45489
TRINITY_DN59009_c0_g1_i1.p1	Spodoptera|XP_035454642.2	25.000	68	34	1	8	58	324	410	477	518	0.15	25.8	20.9877	13.1274
TRINITY_DN59009_c0_g1_i1.p1	Spodoptera|XP_035454584.2	25.000	64	31	1	12	58	324	414	477	518	0.39	24.3	19.7531	12.3552
TRINITY_DN59009_c0_g1_i1.p1	Bmori|XP_062529124.1	36.364	22	14	0	173	194	324	797	818	887	0.54	23.9	6.79012	2.48027
TRINITY_DN59009_c0_g1_i1.p1	Bmori|XP_062529124.1	24.194	62	43	1	36	97	324	359	416	887	0.94	23.1	19.1358	6.98985
TRINITY_DN59009_c0_g1_i1.p1	Bmori|NP_001243980.1	33.333	30	18	1	226	253	324	310	339	520	0.62	23.9	9.25926	5.76923
TRINITY_DN59009_c0_g1_i1.p1	Spodoptera|XP_035454998.2	23.944	71	37	1	12	65	324	419	489	521	0.70	23.5	21.9136	13.6276
TRINITY_DN13946_c0_g1_i29.p1	Bmori|XP_062532873.1	34.211	38	23	1	1226	1263	1346	588	623	629	0.37	26.6	2.82318	6.04134
TRINITY_DN13946_c0_g1_i29.p1	Spodoptera|XP_035436720.2	33.333	33	22	0	1144	1176	1346	98	130	335	0.88	25.4	2.45171	9.85075
TRINITY_DN7815_c1_g1_i1.p1	Bmori|NP_001243995.1	23.944	71	44	1	118	178	242	410	480	520	0.12	25.4	29.3388	13.6538
TRINITY_DN7815_c1_g1_i1.p1	Bmori|NP_001040425.1	23.944	71	44	1	118	178	242	410	480	520	0.15	25.0	29.3388	13.6538
TRINITY_DN16451_c0_g1_i2.p1	Spodoptera|XP_035437706.2	28.889	45	29	2	146	190	387	367	408	544	0.97	23.5	11.6279	8.27206
TRINITY_DN7117_c1_g1_i1.p1	Bmori|XP_004923500.1	23.427	461	330	6	34	490	525	30	471	503	4.12e-30	115	87.8095	91.6501
TRINITY_DN7117_c1_g1_i1.p1	Spodoptera|XP_035456846.2	22.314	484	341	12	17	490	525	13	471	504	1.89e-26	104	92.1905	96.0317
TRINITY_DN7117_c1_g1_i1.p1	Bmori|XP_037874115.1	21.609	435	323	5	56	486	525	52	472	479	5.40e-24	97.1	82.8571	90.8142
TRINITY_DN7117_c1_g1_i1.p1	Spodoptera|XP_050552501.1	22.515	493	350	7	7	486	525	2	475	490	7.55e-22	90.9	93.9048	100.612
TRINITY_DN7117_c1_g1_i1.p1	Spodoptera|XP_035452810.2	28.090	89	43	5	84	155	525	213	297	522	0.072	27.7	16.9524	17.0498
TRINITY_DN2525_c0_g1_i1.p1	Spodoptera|XP_035454642.2	38.462	26	16	0	142	167	238	201	226	518	0.18	25.0	10.9244	5.01931
TRINITY_DN2525_c0_g1_i1.p1	Spodoptera|XP_035454642.2	34.615	26	17	0	199	224	238	201	226	518	0.51	23.5	10.9244	5.01931
TRINITY_DN51779_c0_g1_i1.p1	Bmori|XP_062529124.1	38.095	126	73	3	62	186	186	411	532	887	6.17e-23	87.8	67.7419	14.2052
TRINITY_DN51779_c0_g1_i1.p1	Spodoptera|XP_050553385.1	29.082	196	125	7	4	186	186	368	562	1346	1.03e-18	75.5	105.376	14.5617
TRINITY_DN51779_c0_g1_i1.p1	Bmori|XP_062532873.1	33.333	48	31	1	80	127	186	199	245	629	6.86e-04	32.0	25.8065	7.63116
TRINITY_DN27982_c0_g1_i1.p1	Bmori|NP_001037040.1	26.415	53	39	0	145	197	234	258	310	520	0.33	23.9	22.6496	10.1923
TRINITY_DN12335_c0_g1_i20.p1	Spodoptera|XP_035454998.2	30.000	80	45	4	147	215	475	157	236	521	0.65	24.3	16.8421	15.3551
TRINITY_DN27959_c0_g1_i2.p1	Spodoptera|XP_050559218.1	36.842	38	23	1	279	315	431	33	70	530	0.18	25.8	8.81671	7.16981
TRINITY_DN27959_c0_g1_i2.p1	Spodoptera|XP_035440285.2	29.688	64	31	4	223	272	431	186	249	521	0.38	25.0	14.8492	12.2841
TRINITY_DN1195_c0_g1_i1.p1	Bmori|XP_037874115.1	37.037	27	15	2	37	61	117	403	429	479	0.45	21.9	23.0769	5.63674
TRINITY_DN15098_c0_g1_i1.p1	Spodoptera|XP_050553385.1	22.078	154	94	5	183	332	532	278	409	1346	0.14	26.9	28.9474	11.4413
TRINITY_DN50168_c0_g1_i1.p1	Spodoptera|XP_035452810.2	28.571	56	25	2	90	134	140	346	397	522	0.73	21.9	40	10.728
TRINITY_DN387_c0_g1_i1.p1	Bmori|XP_062527639.1	26.923	52	38	0	20	71	352	165	216	393	0.23	25.0	14.7727	13.2316
TRINITY_DN387_c0_g1_i1.p1	Bmori|XP_021203793.2	26.923	52	38	0	20	71	352	165	216	447	0.25	25.0	14.7727	11.6331
TRINITY_DN53348_c0_g1_i1.p1	Spodoptera|XP_035454997.2	36.957	46	17	3	15	59	126	166	200	522	0.55	21.9	36.5079	8.81226
TRINITY_DN56528_c0_g1_i1.p1	Bmori|XP_037870978.1	35.294	34	22	0	71	104	280	124	157	281	0.93	22.7	12.1429	12.0996
TRINITY_DN14185_c0_g1_i1.p1	Spodoptera|XP_035454584.2	30.000	40	25	1	149	188	295	393	429	518	0.70	23.5	13.5593	7.72201
TRINITY_DN14185_c0_g1_i1.p1	Bmori|NP_001243957.1	88.889	9	1	0	179	187	295	418	426	515	0.70	23.5	3.05085	1.74757
TRINITY_DN9960_c0_g2_i1.p1	Bmori|NP_001135960.1	29.032	31	22	0	123	153	204	328	358	514	0.45	23.5	15.1961	6.03113
TRINITY_DN5146_c0_g1_i1.p1	Bmori|NP_001091799.1	32.258	31	21	0	103	133	215	88	118	436	0.75	22.7	14.4186	7.11009
TRINITY_DN24522_c0_g2_i1.p1	Bmori|NP_001116813.1	30.159	63	30	2	213	261	360	68	130	327	0.022	28.5	17.5	19.2661
TRINITY_DN24522_c0_g2_i1.p1	Spodoptera|XP_035430162.1	47.826	23	12	0	75	97	360	285	307	350	0.035	27.7	6.38889	6.57143
TRINITY_DN4233_c0_g1_i3.p1	Spodoptera|XP_035437706.2	26.415	106	69	4	10	110	276	377	478	544	0.26	24.6	38.4058	19.4853
TRINITY_DN4233_c0_g1_i3.p1	Bmori|XP_062529502.1	21.374	131	100	2	10	138	276	376	505	538	0.58	23.5	47.4638	24.3494
TRINITY_DN805_c0_g1_i7.p1	Spodoptera|XP_035449983.2	27.273	44	31	1	116	159	177	239	281	539	0.31	23.5	24.8588	8.16327
TRINITY_DN130_c0_g1_i10.p1	Spodoptera|XP_035454584.2	24.074	54	38	1	55	108	521	397	447	518	0.13	26.6	10.3647	10.4247
TRINITY_DN87_c0_g1_i1.p1	Spodoptera|XP_035454584.2	66.250	480	162	0	1	480	481	38	517	518	0.0	696	99.7921	92.6641
TRINITY_DN87_c0_g1_i1.p1	Spodoptera|XP_035454642.2	66.320	481	161	1	2	481	481	38	518	518	0.0	677	100	92.8571
TRINITY_DN87_c0_g1_i1.p1	Spodoptera|XP_050554451.1	65.532	470	161	1	1	469	481	36	505	516	0.0	654	97.7131	91.0853
TRINITY_DN87_c0_g1_i1.p1	Spodoptera|XP_035454998.2	62.033	482	178	4	1	477	481	38	519	521	0.0	624	100.208	92.5144
TRINITY_DN87_c0_g1_i1.p1	Spodoptera|XP_035455002.2	56.612	484	207	2	1	481	481	38	521	521	0.0	590	100.624	92.8983
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001040425.1	59.615	468	185	2	1	464	481	36	503	520	0.0	588	97.2973	90
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001243995.1	57.143	483	203	2	1	479	481	36	518	520	0.0	585	100.416	92.8846
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001243978.1	55.992	484	209	2	1	480	481	37	520	521	0.0	577	100.624	92.8983
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001135960.1	53.623	483	217	5	1	479	481	33	512	514	0.0	572	100.416	93.9689
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001243956.1	54.845	485	212	5	1	481	481	34	515	515	0.0	559	100.832	94.1748
TRINITY_DN87_c0_g1_i1.p1	Bmori|NP_001243957.1	55.809	482	206	5	1	477	481	34	513	515	0.0	558	100.208	93.5922
